Feature,Low_Mean,Low_SD,Mod_Mean,Mod_SD,High_Mean,High_SD,p_L_vs_M,p_L_vs_H,p_M_vs_H
HRV_PIP,0.5881512911247478,0.08315785094645635,0.5789300301471401,0.09305717423052282,0.5800661591621908,0.08265190642521728,0.0045985093336431415,0.01564192028623268,0.9198967546522003
HRV_IALS,0.5844252895495369,0.09322734227842565,0.5763137124322283,0.10186976538963809,0.577712475482216,0.09424523683303342,0.017184672361450937,0.06095027942393061,0.8843900206129496
HRV_PSS,0.8308124860448233,0.11919746182037567,0.8100660279672208,0.12810065327127387,0.8169531584132151,0.11915453730025932,1.7275979657949136e-07,0.0008141727262084286,0.16662377960999153
HRV_PAS,0.15855557964496436,0.11313646364206371,0.16974135246511507,0.13134608003229248,0.1540794354511405,0.11064856670004945,0.06510573946751375,0.6427586269090111,0.004958645596832456
HRV_GI,50.046178140752346,1.7418182683336776,49.99969801561208,1.7322679937687269,49.88554065497651,1.8654579540223588,0.9005937740308861,0.2834595992373439,0.5281423488332321
HRV_SI,50.059371829078955,1.765220953473643,50.046752662979,1.7882968265951542,49.910863506131705,1.8803683218818328,0.9925771132941863,0.3531882423696906,0.4181015333208993
HRV_AI,50.01327987397102,1.8393333288793008,49.97361314961794,1.837211812932983,49.85516937854997,2.1038888627742214,0.937204738564887,0.3536238552228429,0.5573787298944604
HRV_PI,48.18569335855699,3.952072146449972,48.20554244632936,4.002332127344658,48.003966301984526,4.200969940062882,0.99504542342661,0.6594567554603329,0.5992718055056199
HRV_C1d,0.4925167671779561,0.05785420959663747,0.4918658255958969,0.06333441150953655,0.4864581927646606,0.06319925513517954,0.978728559799183,0.15683263947231296,0.22804776950200323
HRV_C1a,0.5074832328193329,0.05785420959663737,0.5081341744013922,0.06333441150953656,0.5135418072353425,0.0631992551351795,0.9787285598626416,0.15683263999540564,0.22804777007367727
HRV_SD1d,68.27490536194377,103.302809739423,77.87970824658656,112.17661524814268,78.73886198874153,155.01899546882794,0.0018084659147922233,0.0005714496439088723,0.9495151678846789
HRV_SD1a,70.13771857931997,107.27323608257969,79.05030565697172,112.36196695275942,79.83369133798588,157.1098820528727,0.004969093440823968,0.0019162204686146156,0.9589981649082198
HRV_C2d,0.5264217608080936,0.06606848789306421,0.5168366770285667,0.07463724453015398,0.520152741255644,0.07064724869964507,0.0391122762474686,0.24613414900107322,0.6743838532131698
HRV_C2a,0.4735782391918254,0.06606848789306437,0.48316332297135217,0.07463724453015401,0.47984725874435724,0.07064724869964517,0.0391122762484285,0.24613414899433395,0.6743838532281231
HRV_SD2d,99.79673526146046,144.09773860479353,111.16117174547765,144.60897217064624,112.7063494993291,196.0037327242535,0.03882597174539515,0.015333671866400445,0.9409387830241513
HRV_SD2a,92.52981621339919,113.7916128896103,107.5829641826905,138.49287793011996,107.9805206154029,187.92479615578867,0.0001417827569332175,8.930951939933873e-05,0.9936300375605787
HRV_Cd,0.518306486022455,0.047670204229599125,0.5091311091607184,0.05689103548370547,0.5112033472191306,0.052646499094364085,0.007132076713444846,0.049729255439506015,0.7722929897276457
HRV_Ca,0.48169351397718213,0.04767020422959917,0.4908688908389188,0.0568910354837055,0.4887966527808674,0.05264649909436409,0.0071320767146422215,0.04972925542866624,0.7722929898026882
HRV_SDNNd,86.63404377728426,124.90582941344631,97.16032731788331,128.84507700662542,98.41779636593985,176.03683026535242,0.012412642772493654,0.004173719133432119,0.9382240781850406
HRV_SDNNa,83.20809327102205,110.02939416409612,95.77481367312905,125.37841282602847,96.11420303233083,172.5627380516521,0.0002279542825903702,0.00014569244691442496,0.9937049310894608
HRV_DFA_alpha1,1.099998867076377,0.2826642294168732,1.0826073195190915,0.28458633969090047,1.0787284308001508,0.30863535161564337,0.1995406088434497,0.09037094324221051,0.9224361698809146
HRV_MFDFA_alpha1_Width,1.1802078691108342,0.802802214973294,1.2789252308037804,0.9066198682855189,1.2655738245546777,0.8484523554162151,0.025262836126358046,0.06310063569031321,0.933919598590501
HRV_MFDFA_alpha1_Peak,1.2494490607631372,0.29727499131888774,1.2536976035810932,0.2911825668494074,1.238492238902653,0.3019086667867546,0.942686041354838,0.6754931660624541,0.4703189674835979
HRV_MFDFA_alpha1_Mean,1.4821363343591993,0.3827808066864449,1.512130786061094,0.4037185751346979,1.5114328233128462,0.3759445448702105,0.29714376974977363,0.3133751782172105,0.999338273223221
