Feature,Low_Mean,Low_SD,Mod_Mean,Mod_SD,High_Mean,High_SD,p_L_vs_M,p_L_vs_H,p_M_vs_H
sysmon_failure_rate,6.181616832779651,13.567987555799963,6.645071982281311,13.475544782870536,11.424141749723159,14.455282584345591,0.775961067430985,2.5732749264761878e-11,3.641409396237805e-11
sysmon_average_reaction_times,1434.0206718346221,2082.283286412351,2941.898117386485,1535.5670579679982,3256.1561461793995,1549.1056510861656,2.5633606348662852e-11,2.5633606348662852e-11,0.0025354074899668344
comms_failure_rate,4.586563307493489,13.001551056392382,2.118863049095566,8.652660131183765,6.4211886304909065,13.862277296652378,0.0002934035522460521,0.010562881693967907,6.786193829100284e-11
comms_events,3.0,0.5600576722742864,3.024806201550388,0.5162019393585284,3.0,0.5460189062319482,0.6878620514042024,1.0,0.6878620514042014
comms_own_events,1.0666666666666667,0.5739334333538383,1.0248062015503878,0.5705003535298029,1.0666666666666664,0.4425598414344863,0.3226288371047422,1.0,0.32262883710474344
comms_average_reaction_times,3033.6744186046503,4185.306409159626,2940.5271317829443,4029.285076910961,2347.9069767441856,4162.892582053774,0.9113453721770226,0.00718695808081371,0.024658807567261132
track_failure_rate,27.54805831240948,20.481103702347994,36.44742017051357,21.731600037221448,61.2891081664882,22.475765977786015,2.5641710976742615e-11,2.5633606348662852e-11,2.5633606348662852e-11
resman_failure_rate,27.86563307493389,35.57960677873988,46.219638242892614,41.933956259630364,82.01291989663932,33.91102419989213,2.5633606348662852e-11,2.5633606348662852e-11,2.5633606348662852e-11
average_accuracy,83.45453211808434,13.498939989288957,77.14225163879271,14.817391321775604,59.7131603891531,14.02547038843474,2.5633606348662852e-11,2.5633606348662852e-11,2.5633606348662852e-11
average_reaction_time,2.2338475452196374,2.416884140642397,2.9412126245847148,2.1688345859517493,2.8020315614617934,2.164090666975789,4.031810363347432e-08,1.4567991507563605e-05,0.5002080626387563
