window_index,start_time,end_time,pct_missing,mean_vel,max_vel,mean_acc,rms_disp,fix_count,fix_mean_dur,fix_rate,blink_count,blink_mean_dur,blink_rate,sac_count,sac_mean_dur,sac_rate,file_name,participant_id,session_number
0.0,0.0,59.99964039999986,13.745692505830345,3.639736406260045,791.7444038035642,-0.49622353120617807,0.3316323408123459,95.0,0.3066334210526104,1.583342822834655,154.0,0.04565100129868923,2.5666820496477567,2597.0,0.0024419906815544967,43.28359274633262,3105_session01.csv,3105,01
1.0,30.000807299999902,89.99918399999979,7.914859521694449,1.9306961637245872,692.831896459703,-0.13264481932019034,0.3249142387951848,98.0,0.34037249489796906,1.6333775243622581,78.0,0.05674477820513465,1.3000351724515933,2429.0,0.002401014985591371,40.48442863955026,3105_session01.csv,3105,01
2.0,60.00067889999991,119.99957219999988,6.17086127318645,2.0802521731409356,692.831896459703,-0.42629239419980913,0.3333230623934427,83.0,0.3686869433735015,1.383358849387311,98.0,0.0331137816326657,1.6333634607223673,2531.0,0.0024073570525507877,42.18411141926849,3105_session01.csv,3105,01
3.0,90.00023269999974,149.9991917999996,8.719279605664223,1.9550171059434047,570.931726079003,-0.3365057376625621,0.3224231053012776,88.0,0.3824505715909172,1.4666921113303146,83.0,0.03846818313251404,1.383357332277456,2560.0,0.002391141718747103,42.6674068750637,3105_session01.csv,3105,01
4.0,120.00061229999984,179.9997512,12.425509670674334,2.126065488472323,680.9296010704569,-0.15500608772754262,0.3321098809140155,92.0,0.36422427282610376,1.5333553395380441,62.0,0.06048576290322603,1.0333481636017254,2652.0,0.0023883922322733174,44.20063435277058,3105_session01.csv,3105,01
5.0,150.0002301999998,209.99917149999965,9.73741032249077,2.257978665461334,680.9296010704569,-0.0526999015758107,0.3406244326027444,104.0,0.29044711057691874,1.7333639185396805,72.0,0.05398056388890756,1.2000211743736249,2727.0,0.002399730399709775,45.45080197940105,3105_session01.csv,3105,01
6.0,180.00079579999965,239.99919219999992,7.678518595868359,1.8362983001894042,651.2583248112185,-0.07836718621690025,0.31873027815034494,91.0,0.35758731538460903,1.5167072031945104,49.0,0.05699085306123983,0.8166884940278133,2579.0,0.002378063086468943,42.984482165259806,3105_session01.csv,3105,01
7.0,210.0002118999996,269.99954720000005,8.07864444560542,1.7929980683757618,714.1551333643555,-0.1254538393800446,0.3003791054015087,82.0,0.4459942365853871,1.3666818072232776,51.0,0.07332471568627638,0.8500094166876483,2621.0,0.0023554626096853708,43.68381727722208,3105_session01.csv,3105,01
8.0,240.0002388999997,299.9995294999999,8.568539600076708,2.1689197528258384,714.1551333643555,0.1440864890371619,0.3218979866084509,94.0,0.3504981117021551,1.5666851901078926,59.0,0.07240503728808474,0.983344959748571,2693.0,0.0023587055699956796,44.883864010218666,3105_session01.csv,3105,01
9.0,270.0005954999997,329.9997986999997,7.825950580280905,2.09371528611894,650.5650207813845,-0.14008425921390796,0.32533874314922273,90.0,0.3563059077777761,1.5000199202645408,48.0,0.05911211666659355,0.8000106241410885,2629.0,0.00237030133130776,43.81724855972753,3105_session01.csv,3105,01
10.0,300.00056619999987,359.99976179999976,3.7579706609986414,1.8477227316573483,952.0528140186387,-0.435766613992138,0.3301800034136476,98.0,0.3744279581632273,1.633355231182469,57.0,0.029534887719288843,0.9500127365040891,2559.0,0.002382344079721116,42.65057180199937,3105_session01.csv,3105,01
11.0,330.00084289999995,389.99980049999976,4.9584617796123105,1.7634741067141684,952.0528140186387,0.056481816894209204,0.32870354571560384,110.0,0.30305991909089997,1.8333651849978199,45.0,0.05265986444446753,0.7500130302263808,2492.0,0.002382426484754126,41.53405491831425,3105_session01.csv,3105,01
12.0,360.0008052999997,419.9990512,9.644069271603865,1.6661493464371098,477.00611005146146,-0.10334511354640519,0.3310188312239432,90.0,0.3491175366666962,1.5000438537820575,56.0,0.09046393571428471,0.933360620131058,2505.0,0.002364503233533657,41.75122059693393,3105_session01.csv,3105,01
13.0,390.0008592999998,449.9998704999998,10.908299224941217,1.764616455080976,909.5737073245987,-0.08416375704401555,0.32150414977944614,81.0,0.40545015925927763,1.3500222483666522,88.0,0.0590493659091051,1.4666908377316714,2648.0,0.0023519145392748545,44.13406066265302,3105_session01.csv,3105,01
14.0,420.0000910999997,479.9990189,10.109227740710416,1.9049908094135835,909.5737073245987,0.21273660571066078,0.32199745511073574,101.0,0.34113257227721255,1.6833634150375507,64.0,0.050610698437525414,1.0666857283406261,2623.0,0.0023842255432727014,43.71744789746035,3105_session01.csv,3105,01
0.0,0.0,59.99927089999983,4.8706319831795515,1.5372678474607635,529.6021909803931,-0.004310428222079988,0.2831750185283546,91.0,0.3577593857142867,1.5166850969184071,64.0,0.06027184374998774,1.0666796286019566,2394.0,0.0023451858395929503,39.90048485739194,3105_session02.csv,3105,02
1.0,30.000622600000497,89.99905279999984,3.040998713356748,1.3881559887410213,341.2603081399385,-0.11033452357251819,0.3088519669197499,104.0,0.31692388365383306,1.7333786842976624,45.0,0.06595759777776257,0.7500196230134116,2253.0,0.0023725841988458435,37.550982458871474,3105_session02.csv,3105,02
2.0,60.00030820000029,119.99923800000032,4.625393567241289,1.3565148715005482,504.1027026132032,0.02978621664760472,0.31550421462840983,99.0,0.3105277959595714,1.6500294310249506,60.0,0.06601244166666594,1.0000178369848185,2070.0,0.0023751889371896027,34.50061537597624,3105_session02.csv,3105,02
3.0,90.0000914000002,149.99906009999995,3.3495154077708755,1.520991017385213,504.1027026132032,-0.0676887403101541,0.32469145855842246,103.0,0.29150769902914997,1.7166961738127413,47.0,0.06691424468079638,0.7833467977592121,2135.0,0.0023695395316153,35.5839449620408,3105_session02.csv,3105,02
4.0,120.00027539999974,179.99963879999996,1.0837798343886995,1.4947114304472962,400.2244778110599,-0.2321420035806659,0.31526173064154556,116.0,0.2954372137931402,1.9333538462176345,23.0,0.04286179999994342,0.3833374005431517,2310.0,0.0023701162337667393,38.50040848933393,3105_session02.csv,3105,02
5.0,150.00012590000006,209.99903360000008,0.9603006158449602,1.4089411038111646,236.51607647029806,-0.14865124836864702,0.3205333747356302,117.0,0.3011618794872065,1.9500355003962841,19.0,0.04822561052639392,0.31667243168828546,2325.0,0.002369421204291374,38.750705456592826,3105_session02.csv,3105,02
6.0,180.00068569999985,239.99939499999985,1.0878457173689797,1.4941227429461823,273.69897428396735,-0.21294051404933648,0.3247243542381424,121.0,0.2995398586776553,2.0167100494610137,25.0,0.04822448799989729,0.4166756300539285,2248.0,0.0023925141458971044,37.46747265444925,3105_session02.csv,3105,02
7.0,210.00007710000045,269.99963089999983,2.1055195935129114,1.3836887377458231,273.69897428396735,-0.14707191412228288,0.3148377047950964,106.0,0.34248977924524504,1.7666798048755006,37.0,0.049254962162140176,0.6166712526452219,2233.0,0.00236768293774069,37.216943436669744,3105_session02.csv,3105,02
8.0,240.00043170000023,299.9996520000004,2.176219883447856,1.3116079054886634,232.67276251764437,-0.10890327125725084,0.3145832399481124,92.0,0.3484244423913116,1.5333532592589325,32.0,0.053224953124982655,0.5333402640900635,2307.0,0.002357542999554482,38.45049966424302,3105_session02.csv,3105,02
9.0,270.0006693000005,329.9993701000003,2.2455688716494757,1.243608748831183,398.59302595159596,-0.028664121467452248,0.31854664287666923,108.0,0.2762045555555543,1.800038976843984,28.0,0.06098150357132478,0.4666767717743662,2018.0,0.002398818384533608,33.634061622881106,3105_session02.csv,3105,02
10.0,300.0006927000004,359.99903390000054,1.9477922123093512,1.284126656607993,398.59302595159596,0.10390305668723475,0.31009345162715735,122.0,0.2834288213114793,2.0333895497764147,23.0,0.06486400434780486,0.3833439315152257,2110.0,0.0023796033649467795,35.16763893465767,3105_session02.csv,3105,02
11.0,330.0004082000005,389.9999641000004,1.514545549392269,1.516417071847466,285.85546101670167,0.07193976978902822,0.31350794267033866,117.0,0.3179086290598123,1.9500144333568339,23.0,0.06936145217391591,0.38333617065989045,2504.0,0.0023601044329195093,41.73364223184198,3105_session02.csv,3105,02
12.0,360.00007110000024,419.9996706000002,2.2272837917724377,1.314486118528885,374.78898352339337,0.14863971055816275,0.3139995147605933,95.0,0.3914920799999687,1.583343902153882,26.0,0.07580881538461444,0.4333362258526414,2149.0,0.002345041926472913,35.81690574451255,3105_session02.csv,3105,02
13.0,390.0010057999998,449.9999777000003,1.7541722499695458,1.0976460338396612,374.78898352339337,0.09791484494705256,0.29203864037856925,76.0,0.48631587105269003,1.2666883713719002,15.0,0.08593287999990859,0.25000428382340134,2127.0,0.0023252089797765685,35.450607446158315,3105_session02.csv,3105,02
14.0,420.0007114999999,479.99929370000063,1.063107894141597,1.1343040618773503,271.94995151172867,-0.06487654384542528,0.3013724734720722,82.0,0.422065997561046,1.3666989617631167,12.0,0.07145477499986914,0.2000047261116756,2202.0,0.002347158356038163,36.700867241492475,3105_session02.csv,3105,02
0.0,0.0,59.99940070000048,5.57757841296335,1.7963228982321406,459.23000439329684,0.01192432356476433,0.3481338971025269,63.0,0.36980660317462133,1.0500104878547478,121.0,0.05443273223135442,2.0166868100067377,2267.0,0.0024222369210358517,37.78371072963037,3105_session03.csv,3105,03
1.0,30.000791899999967,89.99928259999979,0.6454643515779951,1.6282416134828144,669.9506663833467,0.2718970292260434,0.31020397087603147,90.0,0.33276280444445827,1.5000377334491894,172.0,0.016955510465100646,2.866738779480673,2524.0,0.002406153248800684,42.06772488028616,3105_session03.csv,3105,03
2.0,60.00043790000018,119.99906060000012,0.8301138143468728,1.5843731627412747,669.9506663833467,0.14438091288037339,0.30998045724045115,100.0,0.319974453999993,1.6667049258782418,146.0,0.01350293904109634,2.4333891917822332,2657.0,0.002394016258921583,44.284349880584884,3105_session03.csv,3105,03
3.0,90.00034680000044,149.99900739999975,1.5229578916115059,1.6779652520158714,707.6942375481465,0.16508547373078658,0.31024211001297486,95.0,0.3306473189473754,1.5833686794001713,144.0,0.019596015972266914,2.400053577196049,2956.0,0.0023686169147387236,49.26776648744112,3105_session03.csv,3105,03
4.0,120.00010490000022,179.9995117999997,2.138626316984956,1.8366620359571137,707.6942375481465,0.21246725600872943,0.3065324840488543,103.0,0.3241440796116837,1.716683636084424,193.0,0.02032257409329598,3.2166984637310083,3018.0,0.0023723726308822976,50.30049722041546,3105_session03.csv,3105,03
5.0,150.00004720000015,209.99931089999973,1.5429626275643482,1.8681957832406693,677.8726648643367,0.13143059340022015,0.31077260420215025,115.0,0.31792090086957747,1.9166901876497664,106.0,0.02850588962266416,1.766688346877176,3020.0,0.002372916357615138,50.33395101480256,3105_session03.csv,3105,03
6.0,180.00055150000026,239.9992988000004,1.6346354710674744,1.8249721717453147,539.0505867964912,0.12782791867708684,0.30905471907570015,106.0,0.3352857264151094,1.766703552492333,120.0,0.027308662500009007,2.00004175753849,3218.0,0.002359058234921643,53.63445313132384,3105_session03.csv,3105,03
7.0,210.0003525000002,269.9990246999996,3.1626951663156424,1.855625383331947,539.0505867964912,0.2637306974887138,0.3116933962232852,105.0,0.33500737904763744,1.7500387283570755,123.0,0.032762909756068596,2.0500453675040027,3375.0,0.0023628881777766914,56.251244840048855,3105_session03.csv,3105,03
8.0,240.0003397999999,299.9993448000005,2.9569939258924065,2.0181226602533235,454.2416423473132,0.2080836526681106,0.30681173504213777,112.0,0.3112243133928959,1.866697622735559,63.0,0.05585518730151446,1.050017412788752,3226.0,0.0023824417854899226,53.767558312008155,3105_session03.csv,3105,03
9.0,270.0000627999998,329.9990834,1.4781412678238766,2.462742296575991,516.9133441088538,-0.05807027072528802,0.2954678845023456,110.0,0.3165386318182264,1.8333632599329395,50.0,0.058383912000026614,0.8333469363331544,3105.0,0.002378107858284009,51.750844746288884,3105_session03.csv,3105,03
10.0,300.0003839000001,359.99915090000013,0.7034528390590448,2.2487512444428868,516.9133441088538,0.026690362096056384,0.2801565892154167,108.0,0.3577300129629916,1.8000369907601588,129.0,0.021128759689982544,2.1500441834079673,2956.0,0.002353695297701418,49.2676791174725,3105_session03.csv,3105,03
11.0,330.0001207000005,389.9993198000002,0.6773345405791298,1.713260157060984,697.8828761049567,0.06554297211550857,0.31220889376982136,106.0,0.3528127028302074,1.766690249037016,247.0,0.010236594331990263,4.116721618039084,2794.0,0.0023712061202590977,46.567288262353046,3105_session03.csv,3105,03
