source,participant_id,session_number,window_index,t_start_frame,t_end_frame,head_rotation_rad_mean,head_rotation_rad_mean_abs_vel,head_rotation_rad_mean_abs_acc,head_rotation_rad_rms,head_tx_mean,head_tx_mean_abs_vel,head_tx_mean_abs_acc,head_tx_rms,head_ty_mean,head_ty_mean_abs_vel,head_ty_mean_abs_acc,head_ty_rms,head_scalex_mean,head_scalex_mean_abs_vel,head_scalex_mean_abs_acc,head_scalex_rms,head_scaley_mean,head_scaley_mean_abs_vel,head_scaley_mean_abs_acc,head_scaley_rms,head_motion_mag_mean,head_motion_mag_mean_abs_vel,head_motion_mag_mean_abs_acc,head_motion_mag_rms,blink_aperture_mean,blink_aperture_mean_abs_vel,blink_aperture_mean_abs_acc,blink_aperture_rms,mouth_aperture_mean,mouth_aperture_mean_abs_vel,mouth_aperture_mean_abs_acc,mouth_aperture_rms,pupil_dx_mean,pupil_dx_mean_abs_vel,pupil_dx_mean_abs_acc,pupil_dx_rms,pupil_dy_mean,pupil_dy_mean_abs_vel,pupil_dy_mean_abs_acc,pupil_dy_rms,pupil_metric_mean,pupil_metric_mean_abs_vel,pupil_metric_mean_abs_acc,pupil_metric_rms
procrustes_global,3101,1,0,0,3600,0.05305424403383662,0.07776075493832879,2.493272428010443,0.02539012801117523,-0.014823907496704144,0.04871373625093507,1.564211116065583,0.01785953153848831,0.06667385805189582,0.056788832742204746,1.6732235457972475,0.0184640951659304,0.9903229844850473,0.09286563419271801,3.422611446230501,0.021061690419913525,0.9327460715322513,0.10699234483536346,3.488406446690918,0.02529501437584607,0.10216706209306305,0.10521073226214044,3.3995313010764874,0.024230079665127274,0.00932858333111394,0.008603026347321206,0.30722957717791577,0.002489578801248105,0.00013056141260888858,0.0026882797324780006,0.1499007821613158,0.00027215194792609015,-0.000152439394768163,0.002760701148619619,0.108144778183834,0.00027832449157638137,-0.0016346082605836693,0.004967989377085635,0.19716308661251516,0.0006372608674268547,0.002639831280662862,0.0038844652167200756,0.15750538468875536,0.00045141096762817747
procrustes_global,3101,1,1,1800,5400,0.053474159555696954,0.0885655571082524,2.7434094953908685,0.02999851816521304,-0.015061892824571366,0.054095981642153325,1.6857811882099627,0.01581067745635016,0.06041702346052467,0.0646074791792318,1.8978083275630093,0.020018245201178918,0.9980799741711835,0.09964770301044777,3.7111254473263644,0.018530765359451327,0.9414629515286864,0.12231024549700432,3.966431946649761,0.029065584718721657,0.09140077302165805,0.11349397425372969,3.7898044836925426,0.02814522545050136,0.009017896908946135,0.009325361099065383,0.3229788784682003,0.0026570816409438465,0.00014978009780139233,0.002960433945678539,0.16208087940522525,0.0002916283815476752,-0.00018430916566329812,0.0029205010396144947,0.11481776058705934,0.00025431880894640326,-0.0015401572654890493,0.005599523089413362,0.2179014189997119,0.0007153454012323395,0.002571163082271563,0.004275424607432081,0.17435655229074926,0.0004974911651949751
procrustes_global,3101,1,2,3600,7200,0.057753749160628746,0.0835906908337583,2.5749158586854435,0.027474158578001943,-0.015404258906443246,0.05212166817173946,1.6235629200949642,0.01584491018412416,0.05577120808355086,0.05864407891100374,1.7127316568304478,0.017886026931532097,1.0038015505104736,0.09855204007977895,3.6309657227424825,0.01747007814443492,0.946969435487349,0.11034120298722497,3.5465652802299457,0.027754892941634357,0.08468628149830336,0.10049393859938524,3.4094731500632682,0.025478500330129272,0.009231764494664733,0.00876829523452209,0.29959041369656947,0.002435388489473793,0.00012141110416592345,0.002612715069283949,0.14699123322496807,0.00019344266526139054,-0.00020617325613912259,0.002834893308961773,0.1125382205997702,0.0002645388749641179,-0.0015933457097348168,0.005460309634037606,0.21189927925434365,0.0006885470568832438,0.0025985706788550595,0.004055193353843385,0.16421669863816377,0.0004719090770651585
procrustes_global,3101,1,3,5400,9000,0.05924627832506212,0.0712409436968472,2.3737191255971632,0.020130719130399436,-0.01314743268770822,0.045172188451651114,1.514209732632595,0.013467261002458679,0.057845273918033575,0.05006901371985308,1.5027871777811652,0.013722229665278902,0.9966238545625418,0.0900142664653836,3.3426193061951364,0.01674769466275826,0.9422414944377154,0.09595648203155648,3.0577133216404278,0.02134388046401948,0.08703781141300355,0.09293423072754126,3.026147903271672,0.019912474076373775,0.009573893622617872,0.00820103088096088,0.2783493847008108,0.001946359261744646,0.0001026593412982888,0.0024355988325415715,0.14236364452224798,0.0001660923699545395,-0.00012839916400976244,0.002702095443892439,0.10765018454661097,0.0003161810311630306,-0.001690764736005114,0.004847832125682935,0.1910530132693984,0.0005430114493291523,0.0026369168225581175,0.0036814699323718014,0.14893069196124428,0.00037090715307040896
procrustes_global,3101,1,4,7200,10800,0.05794478638249194,0.08220691059604368,2.6155888656019806,0.022441608013526033,-0.01189415223882959,0.05155982845950373,1.657755013166165,0.01706873713983379,0.0569074681490312,0.0576583430842852,1.7305125646104071,0.016002197190319978,0.9928360384906932,0.0987376187586425,3.6775831770351393,0.016866708561911543,0.9407422691830986,0.11225189948769897,3.603675517971973,0.02220710895764042,0.08885136999704703,0.1062209080648344,3.4934899467974527,0.019318889532581283,0.009243488142621976,0.008922898798809966,0.3039518068671757,0.002277387593265236,0.00013120209793684054,0.002991118619580148,0.17140086967676668,0.00021348111805592545,-3.462589441298612e-05,0.0030000712016983832,0.11840707569988952,0.0002791301902532303,-0.001653368924883706,0.005231723310341092,0.20602612741805043,0.0006081990833525507,0.0026028379995351346,0.004184751126202286,0.16970618649304633,0.00042062436117334766
procrustes_global,3101,1,5,9000,12600,0.055584243008053875,0.09048864041112879,2.90922932987569,0.026819447039484762,-0.014484981541532209,0.05588748359541894,1.749890116127444,0.018519970656402113,0.05469422174952246,0.06434161033435075,1.8688640410181971,0.019695827743710943,1.0020581647832836,0.10713012130047697,3.9408744591684792,0.01925457697188932,0.9449112835285167,0.1239157784210361,3.887704079336982,0.028600868117381027,0.08747738359115055,0.1118430855167974,3.7804359803287473,0.022531000929828855,0.009025406489346343,0.009710859328158798,0.3354980647951956,0.0023158662004608916,0.00015635564050851873,0.0031455009883281666,0.17291823645485369,0.0003172219048416177,-0.00010700420995377829,0.0030128027005693107,0.11729169972591541,0.00026720479387595483,-0.001578529987985357,0.005679192349533977,0.2210427802257985,0.0006225753549964559,0.002570866891648747,0.0045505324928935935,0.1817425701338931,0.00045841853414628714
procrustes_global,3101,1,6,10800,14400,0.0578173035825411,0.0938455934420091,3.1256439155441047,0.02898708675210596,-0.013295244730044233,0.059053657672135065,1.854899346544982,0.01901721518044259,0.05211148760447334,0.06893265863778913,1.926574630572859,0.0225424440859097,1.0046482587199885,0.10730660062250913,3.911009308470866,0.018531091858968594,0.9454748888762305,0.13011690610696997,3.8952744995769564,0.03363102176908121,0.08644191077552861,0.11627334507298974,3.7740847589821267,0.027550390845674587,0.0090786903286934,0.009741592412688939,0.33388180840028336,0.002363397119946926,0.0002703298429175355,0.004548154549183852,0.22475318754530205,0.0008762911406121227,-0.00011519833828916204,0.003027566706995663,0.1151724899278865,0.00027206193546817225,-0.0014878227172534686,0.005957234523557923,0.22681488261029595,0.000649385549196101,0.0025171838419247345,0.0044958582595365495,0.17866176050109903,0.0004816579335019892
procrustes_global,3101,1,7,12600,16200,0.05683283086319045,0.0905714188143119,2.877927625217965,0.025142182021354886,-0.013835821079106057,0.056623246091103446,1.803303459154093,0.01717576344936732,0.0560560906873925,0.06306541392324314,1.7578708834220522,0.022025152524680274,0.9969287854096961,0.10636157812841156,3.7495552517213846,0.02155076340638461,0.9398202007987093,0.11619226150911918,3.5090558768583042,0.03200468616595168,0.09100083711941813,0.10916966698802935,3.4271032969985193,0.030861837540914077,0.009218940597432237,0.008366687000572316,0.2866883303766729,0.0023980163854443195,0.00025276944491131907,0.004428345425935446,0.21806384073812052,0.0008663740897783582,-0.00015389497960318293,0.0029760645030017297,0.11531013097386039,0.0002599521098877351,-0.0014828830192426146,0.0053599775053483935,0.20379613004365651,0.0006294493620780328,0.0025070926503954673,0.003976946802627879,0.16056557359095008,0.0004216882343609003
procrustes_global,3101,1,8,14400,18000,0.057338137251351624,0.07799823961807155,2.500879827939141,0.020751963719493862,-0.01570708993552016,0.04676740236002684,1.5376887893798004,0.012311396724227737,0.0612985428581537,0.05034898564807826,1.5313800544317786,0.01701222312064028,0.9938953936520164,0.09253614188813354,3.300014187490902,0.01844083753414301,0.9363969264443112,0.09214353241323765,2.9935030124223223,0.02548140194021765,0.09365708081862681,0.09041322291444664,3.021257242587823,0.027304669679565706,0.00941219130608028,0.007011918804710726,0.24959939193956604,0.0020321771200416056,0.00012311643954778954,0.00281444946553093,0.1575262972988793,0.00025157513215001947,-0.00020360994315886445,0.0026674163567707966,0.1060468679498806,0.0002461098620716198,-0.0015909714688426713,0.004632573267031965,0.18166670180638117,0.0005213654893268415,0.0025430858965706476,0.003573868533215173,0.14329204998833087,0.0003377131873725796
procrustes_global,3101,1,9,16200,19800,0.058409006176658756,0.06615185973873022,2.17326413846706,0.01782056437619826,-0.015397621334644613,0.04047999838786362,1.293851699667761,0.010959668329562798,0.06277679660086871,0.04270077774521989,1.339196473234305,0.01375277504557178,0.993628512438525,0.077438668618792,2.8147218028949004,0.012311988202060465,0.9368633255046129,0.07821239043523347,2.6684517082841093,0.02013654050920336,0.0931400337921381,0.07496998356763446,2.6431565063383524,0.019902287004975212,0.009564357528690448,0.006200886634023496,0.22762564428077664,0.0016638691500244697,8.216224596764923e-05,0.002116694077744485,0.12502944732217078,0.00014329339063045765,-0.00023121757078150914,0.002437383869243462,0.09741957450579562,0.00023209968638941112,-0.0016414422147180408,0.004096521354927923,0.16390752317235163,0.0004335632352288043,0.0025495587944061745,0.0032085381216254735,0.12964883691559828,0.0002993621793748689
