source,participant_id,session_number,window_index,t_start_frame,t_end_frame,head_rotation_rad_mean,head_rotation_rad_mean_abs_vel,head_rotation_rad_mean_abs_acc,head_rotation_rad_rms,blink_aperture_mean,blink_aperture_mean_abs_vel,blink_aperture_mean_abs_acc,blink_aperture_rms,mouth_aperture_mean,mouth_aperture_mean_abs_vel,mouth_aperture_mean_abs_acc,mouth_aperture_rms,pupil_dx_mean,pupil_dx_mean_abs_vel,pupil_dx_mean_abs_acc,pupil_dx_rms,pupil_dy_mean,pupil_dy_mean_abs_vel,pupil_dy_mean_abs_acc,pupil_dy_rms,pupil_metric_mean,pupil_metric_mean_abs_vel,pupil_metric_mean_abs_acc,pupil_metric_rms,center_face_magnitude_mean,center_face_magnitude_mean_abs_vel,center_face_magnitude_mean_abs_acc,center_face_magnitude_rms,center_face_x_mean,center_face_x_mean_abs_vel,center_face_x_mean_abs_acc,center_face_x_rms,center_face_y_mean,center_face_y_mean_abs_vel,center_face_y_mean_abs_acc,center_face_y_rms
original,3101,1,0,0,3600,0.06060752833239338,0.7113404094778921,26.626990723469607,0.13722664705601562,0.18043972981163867,0.7584635211818267,27.133875680945398,0.21992654501039285,0.002450488131250791,0.8749710673194406,48.94765815012195,0.08685358492379874,-0.0043114553002032326,1.7508570513884167,68.63548237407956,0.174919895732243,-0.031473645362985865,1.3383474988934714,52.952159632338244,0.17082007547199254,0.0493185669772207,1.40835070153895,57.09956335875237,0.16143809756542837,0.2313490826146274,0.3713623154358811,6.8739175935156895,0.17620285093119473,0.12196350978140995,0.3293254325623336,5.472874276553884,0.14944915568133663,0.18390488690025014,0.4088740226954632,8.257154255906668,0.18124425729378607
original,3101,1,1,1800,5400,0.061216612038283165,0.6592982558179148,23.63983235973541,0.15521318078421736,0.17469004521485607,0.799085721780834,27.768806683993024,0.22417594697805304,0.0028273463615959764,0.9702362712556729,53.35791961153147,0.09320479012350955,-0.004899395303166298,1.7640626275760753,69.76560186157667,0.15604703931223707,-0.029660469593669178,1.3188522107400493,51.05850982864633,0.1658642559044465,0.04809567850915076,1.522829374579302,62.03816245921642,0.17295997708532534,0.24796580234489196,0.3749977813537366,6.51039838468399,0.18070185567089656,0.1232755568611128,0.38540221781372863,6.4918567668139975,0.18068901524650402,0.19889708003481885,0.41031968038230393,7.7967478181311005,0.17946971243870777
original,3101,1,2,3600,7200,0.0712190580044504,0.5910716424963008,20.925807462980586,0.14153458603511274,0.17821903759119478,0.7943046191064341,27.131866793373778,0.21597798774433266,0.00229989024755,1.8976170971117885,106.90020564489159,0.14002808654466625,-0.005419682792864831,1.6481460366413705,65.73221744897371,0.15754511601056145,-0.03053994898640703,1.2827065076552842,49.586596079456655,0.1603231347273401,0.048528625103199455,1.4425305886342574,58.56239439519542,0.16488771486727907,0.2252617694647808,0.30365372848789446,5.044344570272142,0.17392505283197923,0.12402235792197244,0.2937880584927451,4.894042026311254,0.15321515897891463,0.16897540911378336,0.3325972982104369,6.310657046126859,0.1860161588782344
original,3101,1,3,5400,9000,0.0766748613381302,0.5869770312289512,21.95354490937328,0.10681047679449565,0.1838251921363021,0.7132580467386413,24.35036974130317,0.1678211145709828,0.0019349339521253616,1.759079811708338,102.79611872499066,0.12047537236564827,-0.004137054095670138,1.5581219785961606,62.2653468912728,0.1802975913492518,-0.03232356315066024,1.3412007615249257,52.74174640587988,0.150570453724593,0.04914190176131902,1.3565339763832194,55.04793335292602,0.13580547432737056,0.16046603231434595,0.24109470695109247,4.149946334061075,0.13818696033993375,0.09080875614192022,0.21972279870707434,3.485870632616804,0.11847584513757929,0.11679687227526488,0.3094236460103291,6.125805061675679,0.1680345032621188
original,3101,1,4,7200,10800,0.0703919108904707,0.7448943716486349,26.992024235951657,0.12378866588178665,0.1776466809260078,0.7922085526703381,27.231930661908958,0.19917302268997092,0.0024670105540763082,1.6320981698745587,93.71669787206501,0.11608636675611088,-0.002370784984207054,1.8707341253787422,74.13915317599852,0.17238509629567797,-0.0317297896021416,1.3840036735230896,54.3152394496299,0.15923438261330708,0.04858075829211327,1.5684340171827162,63.53862096519477,0.1535363832958033,0.20101682874743748,0.3049072364357313,4.912454922539048,0.17585032892068123,0.12116446054597649,0.27772001887800596,4.274285246517753,0.15374933522039033,0.14319918755490485,0.37184764919889046,6.648999510541919,0.19942994247153653
original,3101,1,5,9000,12600,0.06244331942298842,0.7603713194675131,27.41165268397475,0.1714286659305384,0.17438269492126648,0.8763018217539446,30.360696421603773,0.2068187013387636,0.002946130149425297,1.039399562190683,57.31386414268819,0.10412153937092436,-0.0034880117448347933,1.9869754373508635,77.7481296916405,0.18311784825823532,-0.030373846038726227,1.5175907007864335,58.9280123661002,0.1644324476347073,0.04801460872492192,1.7665279757537167,70.5762577925379,0.1726105652764834,0.26085383089349234,0.298021149664972,4.699586467381659,0.1749260622784688,0.17494431538134392,0.3056544563484743,4.752241968816796,0.16902908246339993,0.17103170204400392,0.36460786868993267,6.356615765405899,0.20617795837764002
original,3101,1,6,10800,14400,0.062062364924030805,0.7292772826684767,27.541995758992723,0.19241378234321488,0.176199093875427,0.9048238638101941,31.034662513930808,0.21663647954780818,0.005166557530536745,0.25100201808196165,12.406591640727415,0.04813818555291437,-0.0036187539383073335,2.0144289211101394,77.15544376404544,0.1895235587773067,-0.02872878165063244,1.4846605789763223,56.39633779042951,0.158940926292404,0.04706799841123966,1.6600034399722954,66.14958566025948,0.17245140789101096,0.27524269199538537,0.27335080146584656,4.450513632242425,0.19548363774871594,0.17340654076678175,0.30362948012905716,4.916822114276162,0.19397904624383738,0.19154231259965007,0.2891129422258896,5.217625140801173,0.19236825671885818
original,3101,1,7,12600,16200,0.06443967933768655,0.7663618147898933,28.898456978511668,0.15842759419979846,0.17864659188164211,0.784394410496214,27.06262250906961,0.21846895241974976,0.004849977350185193,0.24515756780963474,12.065308466977218,0.04772899570395493,-0.004323024857945718,1.8927333665276642,73.82358577521782,0.17050282262777983,-0.028553479665370324,1.3338733029330674,50.517576371962576,0.15360739387416714,0.046884332023175296,1.4650988640113696,59.218413933587854,0.15150965822950788,0.23553584751114467,0.2500916690004495,4.107707678517416,0.1740143084315601,0.1254654133251873,0.2574069989865912,4.235558846418131,0.16802456706722035,0.18457985457230097,0.2882155591573774,5.156530397158612,0.18183739186037232
original,3101,1,8,14400,18000,0.07010408690338098,0.7003172575947361,26.14426093082828,0.12514821239906979,0.1817587261231909,0.6487825810108575,23.301570688273536,0.1823100913092312,0.002348235746569081,0.6041048879199301,33.82175258947945,0.054887925715855844,-0.00533259182361166,1.734045620546294,69.20431564584455,0.16270894700034721,-0.030490038849419785,1.1390703077231987,44.533781117263715,0.12791597246591857,0.04752232310944968,1.2947713116739665,51.96796029291754,0.12080240669669348,0.17878564467406027,0.3050222228879759,5.113889760534416,0.16219892466069602,0.09696078759329171,0.27786435098071927,4.427305197294962,0.13174838326037958,0.14097324849780332,0.29669036867484183,5.483935248325771,0.15523897315196802
original,3101,1,9,16200,19800,0.07442907164740357,0.5878030790129632,22.110000864756014,0.10865961822757782,0.18443185817804458,0.5698262241721304,21.053684485490805,0.14953527861925678,0.00155594965065363,1.5777450219604996,93.21543402825822,0.10744537865842542,-0.00590118172910506,1.5544055557300511,62.28344828592502,0.14791347553141193,-0.03137902511246535,1.1248701856057914,44.9558768248853,0.11987698430625349,0.04762085066769126,1.1602735349007591,46.888572644647844,0.10748589670977,0.1621746348117179,0.20782882091298818,3.7865106189995434,0.12554983044990073,0.08892445304100571,0.2174418679060413,3.4733197699799505,0.12728057940823945,0.12863222213744158,0.25081232347406024,5.180155258014461,0.13407807985699402
original,3101,1,10,18000,21600,0.07555187001309396,0.653259724155723,26.176538192808184,0.1068232336821159,0.18563398561781072,0.5372179086873867,19.773796439592576,0.11450232921511806,0.001185744728609334,2.1419883238577815,129.29301152142781,0.13666444153147309,-0.006296864643826123,1.5546760576355556,61.96674531348625,0.13833866106524834,-0.03264237489451786,1.0887914042158684,44.46123932282327,0.10652591796150161,0.04861854936930764,1.319831469274383,54.744454620988805,0.1191163935914593,0.13584383669586222,0.16871801783214424,3.722746107140032,0.1108975990528426,0.06566148208341338,0.17860914579680745,3.361254331852508,0.11078773445133878,0.10806452339851294,0.1902938136759302,4.658477725051714,0.12846003176523668
original,3101,1,11,19800,23400,0.05886518335730824,0.71566773970211,27.44304281362275,0.14043882009495995,0.17329767268924615,0.7217811359024146,25.252469602538813,0.2035710502169338,0.0017480483049907762,1.066012791384578,62.110905796930034,0.07738857657059665,-0.005093047842111563,1.7769816927193878,69.3211054862758,0.1669753486255228,-0.03073389481329119,1.2825253218212873,51.6149899501328,0.1645896734885823,0.0479445489634694,1.3736653945581334,56.68707839393089,0.1581860047303647,0.1640351288525333,0.23189943485621403,4.38989455320014,0.1759723515759642,0.08609012550500074,0.2269444956756511,3.899654925697277,0.15359470569199202,0.12295506728536593,0.29948154555476747,6.184320718223725,0.19960324551240768
original,3101,1,12,21600,25200,0.05335888314898668,0.7335251388194186,26.873577616311962,0.14017873986005847,0.1701265164191565,0.8205110950171788,28.45157009433947,0.2369616615648611,0.0019155003527047449,1.1539474104948195,66.37312570169503,0.08229902065922017,-0.004527469128903587,1.9327703909669383,75.28453019418427,0.17908300612333214,-0.029647109758399598,1.3999687824600389,55.12793212151896,0.1732105216147247,0.0479277861562347,1.5037011513403924,61.53726491268013,0.17513411975807258,0.1981243757640791,0.31705204497270556,5.366956332261282,0.19616217873657832,0.10604689379466473,0.291426374967128,4.624977343454839,0.16361019898563062,0.14950204421934693,0.4121053623082285,7.7148922259443635,0.23003617701012197
original,3101,1,13,23400,27000,0.046689130136488954,0.889592558929876,32.82746061961457,0.1733590408610207,0.17731260148089872,0.7896101869673311,27.487047455182317,0.19771308448647135,0.01792448510893313,0.48299908924297935,20.832371846478342,0.16579673719672386,-0.003506184431302883,1.931331835673529,76.47928306701662,0.17429947649637606,-0.03222625155909517,1.5367436647432,60.520697482684106,0.163408778897164,0.04965436208099501,1.714144329369264,69.45172528695196,0.176695850356995,0.2046184432989284,0.2496037151893721,4.033407109410622,0.16062031739608418,0.12236428396592233,0.26159088941687264,4.235385747309935,0.14534562650467425,0.1429651531896747,0.2955356737186299,5.483548926610237,0.18589440585801878
