experiment_name,split_strategy,n_features,n_seeds,test_bal_acc_mean,test_bal_acc_std,test_f1_mean,test_f1_std,test_kappa_mean,test_kappa_std,timestamp
pose,random,71,20,0.909753086419753,0.0189315007300495,0.9097082937780409,0.0188692742483996,0.8646296296296295,0.0283972510950742,2025-10-18T10:41:22.795417
performance,random,10,20,0.7297157622739019,0.021771382759943,0.7321723473448373,0.0215228088961393,0.5945736434108526,0.0326570741399146,2025-10-18T10:41:41.053230
eye,random,8,20,0.6347246484433348,0.0257982939678106,0.6337414700621328,0.0255998232025688,0.4517491283939934,0.0387424277561705,2025-10-18T10:42:00.363927
gsr,random,5,20,0.4272770774976657,0.0242340452040931,0.4243541670024829,0.0242052260246035,0.1405684092868351,0.036335272001852,2025-10-18T10:42:07.620719
ecg,random,16,20,0.5355816686251468,0.0254314555422532,0.5359004568152834,0.0255027296261607,0.303172100669585,0.038170709530563,2025-10-18T10:43:34.978514
pose_perf,random,122,20,0.9147286821705424,0.0189697764440774,0.9151265766200268,0.0187909512079506,0.8720930232558141,0.0284546646661162,2025-10-18T10:46:11.216653
pose_eye,random,78,20,0.9176668075027208,0.0142671841561424,0.9174154033653265,0.0144026122757798,0.8761990593747923,0.0214938196330914,2025-10-18T10:49:10.353695
pose_gsr,random,37,20,0.9230743879472691,0.0193918528605959,0.9230211896259676,0.0194029037854429,0.8847520359326527,0.0290735756863536,2025-10-18T10:52:37.272398
pose_ecg,random,60,20,0.9290659080132766,0.0156168928171766,0.928835894969587,0.0155431169946509,0.893302332542317,0.0233538628527564,2025-10-18T10:56:39.102043
perf_eye,random,16,20,0.7854312186586432,0.0220173470336546,0.7881748939869515,0.0216928886942481,0.6782768701754669,0.0331310843865667,2025-10-18T10:57:02.193636
perf_gsr,random,12,20,0.7917259333111777,0.0146771706897692,0.7937428085355795,0.0146437273902302,0.687479211775132,0.0220099745228104,2025-10-18T10:57:28.760784
perf_ecg,random,16,20,0.7863758495337443,0.0193614854042148,0.7891968234056103,0.0188201807836002,0.67948801387397,0.0289645196749145,2025-10-18T10:59:14.753058
eye_gsr,random,12,20,0.6921080077330078,0.0239192773808061,0.6907563656126074,0.0241061585118602,0.537048658469844,0.0359339724582989,2025-10-18T10:59:36.272217
eye_ecg,random,72,20,0.6726567401788641,0.0201978987289562,0.6719950920462783,0.0203116808209966,0.5086152211408718,0.030679267786691,2025-10-18T11:00:06.626757
gsr_ecg,random,33,20,0.6017694645570751,0.0191158973049499,0.6018578258174145,0.0191872251082042,0.4023043765370697,0.028613410290468,2025-10-18T11:01:15.275436
pose_perf_eye,random,128,20,0.9224937455988732,0.0123084454096456,0.9227078342350828,0.0122745230818453,0.883767610411114,0.0184748101762429,2025-10-18T11:03:50.847087
pose_perf_gsr,random,116,20,0.9138771186440678,0.0210905522447606,0.914156255304828,0.0209655590276037,0.8708354243909582,0.0316608638594158,2025-10-18T11:06:10.285175
pose_perf_ecg,random,189,20,0.9131302354986564,0.0124960612156442,0.9133083783469892,0.0124859446746965,0.8696327524160411,0.0188001466507204,2025-10-18T11:07:48.833598
pose_eye_gsr,random,125,20,0.9214733941027046,0.0119540444199622,0.9212152708549988,0.0118920148105151,0.8819504058077788,0.0178634521067854,2025-10-18T11:10:04.916489
pose_eye_ecg,random,64,20,0.9336298500881832,0.013170734436952,0.9335353014291372,0.0131040208199198,0.900264046910079,0.0196751171894344,2025-10-18T11:14:13.356788
pose_gsr_ecg,random,64,20,0.9331411504059064,0.0148479081262109,0.9327903676060518,0.0150188486984807,0.8993309135936084,0.0224051860906808,2025-10-18T11:18:30.531946
perf_eye_gsr,random,20,20,0.8224498880748881,0.0173368972390231,0.8247543028862324,0.0169207261089873,0.7339115620724196,0.0260336702201941,2025-10-18T11:19:02.441863
perf_eye_ecg,random,23,20,0.8323378751697336,0.0237559955663764,0.8347254472766036,0.0234205677298169,0.7489762516740239,0.0360065351786335,2025-10-18T11:21:04.644306
perf_gsr_ecg,random,21,20,0.7975141875584353,0.0193282190196119,0.8005934570424558,0.0189409679658643,0.6963396024850379,0.0289831429234293,2025-10-18T11:22:46.323853
eye_gsr_ecg,random,21,20,0.7799077712710398,0.0275380202283203,0.7792381052329115,0.0276831097478665,0.6693612434361319,0.0414627816661516,2025-10-18T11:24:32.805728
pose_perf_eye_gsr,random,55,20,0.9164486495305461,0.012564135511559308,0.9169995965079663,0.012253399520970577,0.8749187184184499,0.018686094220852992,2025-10-18T11:28:05.665195
