experiment_name,split_strategy,n_features,n_seeds,test_bal_acc_mean,test_bal_acc_std,test_f1_mean,test_f1_std,test_kappa_mean,test_kappa_std,timestamp
pose,lopo,46,20,0.3381997755331088,0.1131996511772567,0.2807143845795182,0.1057278979879044,0.0070541588622309,0.169425764207631,2025-10-18T14:04:35.170908
performance,lopo,10,20,0.7357622739018088,0.0978637956816998,0.72145384705707,0.118823591990351,0.6036434108527131,0.1467956935225496,2025-10-18T14:09:39.102187
eye,lopo,8,20,0.4109959033214848,0.0972327965464669,0.3762555020547668,0.1011815412261625,0.1100867655134811,0.1609242940053309,2025-10-18T14:15:03.309213
gsr,lopo,5,20,0.3562563131313131,0.0847792975487759,0.3285150419502284,0.0871010624525107,0.0320812409087596,0.121458582590736,2025-10-18T14:19:43.056806
ecg,lopo,13,20,0.3943874643874644,0.1485345238992947,0.3583456897095427,0.1640823095972386,0.0551754385964912,0.1535289534928615,2025-10-18T14:26:08.232292
pose_perf,lopo,95,20,0.6739276485788114,0.1049599875715389,0.6516555933875583,0.1243018524751868,0.5119614669008291,0.1570213295608716,2025-10-18T14:34:39.181599
pose_eye,lopo,96,20,0.3993576062180712,0.1307951125542953,0.3436451810948062,0.132128855849092,0.0954183379391887,0.1967507461207211,2025-10-18T14:43:14.441982
pose_gsr,lopo,91,20,0.3875202020202019,0.1150526480928293,0.3271558276875678,0.1298588186377391,0.082213728279684,0.1737126967027093,2025-10-18T14:51:29.749129
pose_ecg,lopo,51,20,0.3476847421584262,0.1310832810200069,0.2771335867960187,0.1334852441060475,0.0300073060451593,0.1882895501292425,2025-10-18T15:01:42.714533
perf_eye,lopo,13,20,0.7083476536383514,0.1326552817332139,0.6898817101448188,0.1610981766702242,0.5597368571616884,0.203396234685947,2025-10-18T15:07:06.333266
perf_gsr,lopo,10,20,0.7749873737373738,0.1043835783995359,0.7586816957761651,0.1279410820661321,0.6609088956529192,0.156095164127022,2025-10-18T15:12:04.022095
perf_ecg,lopo,31,20,0.697280701754386,0.1420303457375867,0.6811298091213834,0.1639981743630208,0.5476315789473682,0.2082140673313808,2025-10-18T15:17:50.329871
eye_gsr,lopo,12,20,0.3995295329670329,0.1152975167053726,0.3529942140701531,0.119784186810023,0.0933751186951882,0.1859594492519577,2025-10-18T15:22:50.109944
eye_ecg,lopo,25,20,0.3967693271640639,0.1429412504557858,0.350866569482806,0.1541085078846581,0.0689060340978418,0.1824310409313419,2025-10-18T15:29:06.352431
gsr_ecg,lopo,19,20,0.4098099415204678,0.1108849256602018,0.3577928405066169,0.143609943797705,0.0988994978658887,0.1484466799019311,2025-10-18T15:35:27.525048
pose_perf_eye,lopo,100,20,0.674430698500466,0.107201456390559,0.6530670112790474,0.1312829111304918,0.508783403553727,0.1690873903808002,2025-10-18T15:44:19.137198
pose_perf_gsr,lopo,120,20,0.6733383838383838,0.112508802713964,0.6441078775296629,0.1329633817249921,0.5089954075669831,0.1673768697258599,2025-10-18T15:51:42.398278
pose_perf_ecg,lopo,196,20,0.6319590643274854,0.1493628854577134,0.6041487557905861,0.1671950725061132,0.4535964912280701,0.2090643126748384,2025-10-18T15:58:49.192132
pose_eye_gsr,lopo,52,20,0.408994560994561,0.1256335936095736,0.3480187441349804,0.1463819450405182,0.1103486820590948,0.191779989615317,2025-10-18T16:07:26.638756
pose_eye_ecg,lopo,100,20,0.390603942840785,0.1296812371691873,0.3211652257551262,0.12935329410926,0.0857308767506352,0.1835071131088903,2025-10-18T16:16:52.212641
pose_gsr_ecg,lopo,64,20,0.3575199362041468,0.1245283254175812,0.2826322146734126,0.1297032081988521,0.0469917781215573,0.1694171848990302,2025-10-18T16:26:47.342025
perf_eye_gsr,lopo,20,20,0.7277058635808636,0.1180664743950626,0.7062913926314703,0.1481625919947746,0.5861585104932227,0.1821774649187381,2025-10-18T16:31:49.559282
perf_eye_ecg,lopo,28,20,0.6848754096780413,0.1582655257680007,0.6711283555748978,0.1733622147701702,0.5329352986993692,0.2129583872015638,2025-10-18T16:38:05.216401
perf_gsr_ecg,lopo,26,20,0.6990935672514619,0.1371276571127153,0.6820155867392724,0.1579764138274306,0.5484146701920398,0.2008013612735474,2025-10-18T16:44:18.411682
eye_gsr_ecg,lopo,26,20,0.4040615159694107,0.1189197056503795,0.3570183251864531,0.1285447800425922,0.0850493240484282,0.1650672757640296,2025-10-18T16:50:39.976557
pose_perf_eye_gsr,lopo,200,20,0.6617743645243646,0.1122998374781804,0.6313060792946397,0.1360643475182648,0.4888814483803351,0.1724315914243533,2025-10-18T16:57:20.685635
pose_perf_eye_ecg,lopo,253,20,0.6368775303643723,0.1528957800472252,0.605226238706576,0.1677804894070102,0.4605677676716329,0.2056445409114864,2025-10-18T17:06:21.035955
pose_perf_gsr_ecg,lopo,103,20,0.648172514619883,0.1555767310712942,0.6185194409297724,0.1690435164448614,0.4775846171900408,0.2041827777625061,2025-10-18T17:15:19.462123
pose_eye_gsr_ecg,lopo,82,20,0.4131021682995367,0.1371117895575862,0.342903914192525,0.1392832534405533,0.1200197759286902,0.1840684686396046,2025-10-18T17:24:27.761999
perf_eye_gsr_ecg,lopo,29,20,0.679214944412313,0.1587711205423363,0.6630747120235431,0.1742604001168347,0.5225341792718016,0.2126707447784036,2025-10-18T17:30:51.331748
all_modalities,lopo,106,20,0.6595055748345221,0.13623798163329015,0.6346887211571253,0.15245705626676342,0.4847332160435616,0.20210605253329325,2025-10-18T17:39:20.642938
