experiment_name,train_size,n_participants,test_bal_acc_mean,test_bal_acc_std
eye,1,42,0.4401845685179019,0.14530917889486333
eye,2,42,0.5411305515472181,0.1710655513997111
eye,3,41,0.5561512335902581,0.1846850650731704
eye,5,41,0.604176345334882,0.1690123785942888
eye,7,40,0.6666031746031746,0.19783113728315416
eye,9,40,0.7186666666666667,0.18292775651213816
eye,11,38,0.7466374269005849,0.1764285298611196
