experiment_name,train_size,n_participants,test_bal_acc_mean,test_bal_acc_std
pose_gsr_ecg,1,37,0.6151218526218526,0.10905713423127548
pose_gsr_ecg,2,37,0.6776383526383526,0.12417391771006532
pose_gsr_ecg,3,37,0.7362856362856363,0.13860750423175597
pose_gsr_ecg,5,36,0.7512088477366254,0.14178390546785638
pose_gsr_ecg,7,36,0.7977513227513227,0.13506881285540806
pose_gsr_ecg,9,35,0.8135238095238095,0.1476303962385708
pose_gsr_ecg,11,34,0.842156862745098,0.16121915364316805
