experiment_name,train_size,n_participants,test_bal_acc_mean,test_bal_acc_std
perf_eye_ecg,1,36,0.5367332513165847,0.11039097338167758
perf_eye_ecg,2,36,0.6293569958847737,0.11795880545292449
perf_eye_ecg,3,35,0.6578686868686869,0.1133302381187057
perf_eye_ecg,5,35,0.6809920634920635,0.1271708406995634
perf_eye_ecg,7,34,0.763562091503268,0.1495388882367138
perf_eye_ecg,9,34,0.8234967320261437,0.15168473575544852
perf_eye_ecg,11,33,0.8425925925925926,0.14005528743712126
