experiment_name,train_size,n_participants,test_bal_acc_mean,test_bal_acc_std
pose,1,45,0.6005887939221273,0.13485718742905703
pose,2,45,0.6325000000000001,0.15243487689739849
pose,3,45,0.6820971620971621,0.1622348659330765
pose,5,45,0.7224032921810699,0.15216065796564043
pose,7,45,0.7543562610229277,0.14880135833510844
pose,9,45,0.7773333333333334,0.16802116268824924
pose,11,44,0.7878787878787878,0.19860001225659948
