experiment_name,train_size,n_participants,test_bal_acc_mean,test_bal_acc_std
ecg,1,37,0.4667359667359667,0.12196117973235929
ecg,2,37,0.4735735735735735,0.13446124911177154
ecg,3,37,0.5028665028665028,0.12061076828270893
ecg,5,37,0.5132132132132132,0.1422368512616764
ecg,7,37,0.5584298584298584,0.14407177045621855
ecg,9,37,0.5508108108108107,0.1635059658469201
ecg,11,37,0.5489489489489489,0.19481374910741214
