experiment_name,train_size,n_participants,test_bal_acc_mean,test_bal_acc_std
eye_gsr,2,39,0.5376411397244729,0.14922823308907557
eye_gsr,3,38,0.5819462323738638,0.18075877045070182
eye_gsr,4,38,0.6196010860484544,0.17303635408080595
eye_gsr,5,37,0.6354157729157729,0.16967853134393282
eye_gsr,7,36,0.6796803350970018,0.18032706180533958
eye_gsr,9,35,0.7089126984126984,0.16178162774953833
eye_gsr,11,33,0.7450336700336699,0.15887115889046044
