experiment_name,train_size,n_participants,test_bal_acc_mean,test_bal_acc_std
pose,2,45,0.6123148148148149,0.13730587766153363
pose,3,45,0.6709475709475711,0.1570946924945289
pose,4,45,0.6972962962962964,0.15192921368459494
pose,5,45,0.7057613168724279,0.14610823175194895
pose,7,45,0.7430687830687832,0.1580289707370241
pose,9,45,0.7712592592592592,0.1796451171774548
pose,11,44,0.7785353535353535,0.19988724538039837
