experiment_name,train_size,n_participants,test_bal_acc_mean,test_bal_acc_std
pose_eye,2,42,0.606740921115921,0.12521889760139346
pose_eye,3,41,0.6950124209575429,0.160025280292355
pose_eye,4,41,0.7251659891598915,0.15304544557799388
pose_eye,5,41,0.735187443541102,0.1511856345061283
pose_eye,7,40,0.788077380952381,0.1403377438247998
pose_eye,9,40,0.8049652777777778,0.1609695835237222
pose_eye,11,37,0.8382132132132132,0.17943551630577304
