experiment_name,train_size,n_participants,test_bal_acc_mean,test_bal_acc_std
pose_perf_gsr,2,40,0.6129861111111111,0.11086792297044118
pose_perf_gsr,3,40,0.7202038239538238,0.14886264513660788
pose_perf_gsr,4,40,0.7440972222222222,0.15103953849566626
pose_perf_gsr,5,39,0.7418447293447294,0.15196790539929617
pose_perf_gsr,7,39,0.7797924297924298,0.1429248709490039
pose_perf_gsr,9,38,0.8223684210526315,0.13331285404602214
pose_perf_gsr,11,36,0.8356481481481481,0.14296171216932346
