experiment_name,train_size,n_participants,test_bal_acc_mean,test_bal_acc_std
performance,2,43,0.5479005167958656,0.09292732423447748
performance,3,43,0.6015856236786469,0.09826869023885375
performance,4,43,0.6373255813953489,0.10561181011530474
performance,5,43,0.6422049956933678,0.12645363423561393
performance,7,43,0.6383720930232558,0.1188197471077724
performance,9,43,0.6628682170542637,0.13524342426551794
performance,11,43,0.6219638242894057,0.17135793323376056
