experiment_name,train_size,n_participants,test_bal_acc_mean,test_bal_acc_std
pose_gsr,2,40,0.6005729166666667,0.10759354659134085
pose_gsr,3,40,0.6966251803751803,0.15077924973363255
pose_gsr,4,40,0.7154722222222222,0.1531250675911241
pose_gsr,5,39,0.7142830009496676,0.1624132984826626
pose_gsr,7,39,0.7554334554334555,0.1610714482232442
pose_gsr,9,38,0.7848245614035089,0.1519971103100162
pose_gsr,11,36,0.7998456790123457,0.17781490738809722
