experiment_name,train_size,n_participants,test_bal_acc_mean,test_bal_acc_std
perf_eye_gsr,2,39,0.6210603285603284,0.12351008764876883
perf_eye_gsr,3,38,0.7032119914685705,0.13123079199725232
perf_eye_gsr,4,38,0.7308711013645225,0.13418491428852505
perf_eye_gsr,5,37,0.753860288860289,0.14064234824093366
perf_eye_gsr,7,36,0.7862081128747795,0.14749108284750756
perf_eye_gsr,9,35,0.8293412698412699,0.14351606008757517
perf_eye_gsr,11,33,0.8223905723905724,0.16303470224690741
