experiment_name,train_size,n_participants,test_bal_acc_mean,test_bal_acc_std
pose_perf,2,43,0.6033591731266149,0.11788862792188025
pose_perf,3,43,0.7023356488472767,0.14899148791623218
pose_perf,4,43,0.7330620155038761,0.14412752025291256
pose_perf,5,43,0.7294745908699397,0.14786245010662
pose_perf,7,43,0.7755260243632337,0.15069425556519603
pose_perf,9,43,0.8155038759689923,0.14554746806732727
pose_perf,11,42,0.8276455026455025,0.1482838091927483
