source,participant,window_index,t_start_frame,t_end_frame,head_rotation_rad,head_tx,head_ty,head_scalex,head_scaley,head_motion_mag,blink_aperture,mouth_aperture,pupil_dx,pupil_dy,pupil_metric,interocular_mean
procrustes_participant,3103,6,10800,14400,-0.01411577226646009,-0.0031130636546610633,0.002368300230997866,0.9954548553632091,1.0083988155894852,0.05851788493131967,0.007819174687580225,0.0002858731692627721,-0.00021844335871079639,-0.0008832257250973319,0.0020558118560913045,0.051608319054723586
procrustes_participant,3103,7,12600,16200,0.010442580486378514,0.010034363170699017,-0.004364754825934184,0.9895585171635425,1.00273001622531,0.059528221501135084,0.00793692470801117,0.0003201123496034423,-0.00021313589247123153,-0.000880198924252275,0.0020491960024575737,0.05173372282320384
procrustes_participant,3103,8,14400,18000,0.016957353821735684,0.01333427905038306,-0.00464638970932574,0.9845698044145097,0.9991093457341177,0.06338627638895343,0.008114805253639765,0.00037413484085310495,-0.00017798177329547612,-0.0008638187831135748,0.0020067055341856004,0.0518378821901663
procrustes_participant,3103,9,16200,19800,0.02466507465241993,0.017220927630082872,-0.002921865776728511,0.9816587475650247,0.9931377702532632,0.058091874427324434,0.00869252584483435,0.00035285966874904287,-0.00020344333098659795,-0.0009581237221230279,0.0020748019432871943,0.05201681038941798
procrustes_participant,3103,10,18000,21600,0.02881045578874326,0.015839823962000486,-0.006868399756152549,0.9887084068623014,0.9917899155982551,0.03824026767682846,0.009030051320005544,0.00028058923232127434,-0.00026091496354175225,-0.0009726981700551613,0.0021365893902962874,0.05172139820773323
procrustes_participant,3103,11,19800,23400,0.023882072057615653,0.013307211099648405,-0.012004281798179603,0.9913433943315345,0.9985936233950933,0.03994211938638418,0.008321815163111639,0.00029361867768628046,-0.00025810021686655107,-0.0008509255570698656,0.0020352944106250496,0.05148408173115949
procrustes_participant,3103,12,21600,25200,0.029870769474469865,0.020673794524038756,-0.02076165553126308,0.9870705686506278,1.0106079981598524,0.054214471106705846,0.007595863943737349,0.00027634508900383924,-0.0001886355777082205,-0.0007834169869338973,0.001974476559280699,0.0516737789841929
procrustes_participant,3103,13,23400,27000,0.0028680385188104137,0.0027965291077759326,-0.009278093391788443,0.9945074805434211,1.0107953616293754,0.044729530478587756,0.007866060950502298,0.000274066221111713,-0.00021507708389756675,-0.0009370164889064395,0.0020424996463774083,0.05135993646471966
procrustes_participant,3103,14,25200,28800,-0.016595821007217293,-0.014814745149182896,0.0014812883857578014,1.0017252531341565,1.0047254621746704,0.025428859287306364,0.008485198539556474,0.00028773791576908625,-0.00032904523803139205,-0.0010557228433810103,0.00210583063905023,0.05095433597435731
procrustes_participant,3104,0,0,3600,-0.009309767024579191,-0.0059244546767416575,0.007349392542317084,0.9981145219977654,1.0156038985680582,0.037035210903051875,0.00794300716709188,0.0015674749866312551,-0.00011927107948717627,-0.0013218603191378145,0.0023352651173631565,0.05500834801748114
procrustes_participant,3104,1,1800,5400,-0.009167122231081404,-0.006989826563384797,0.004365192246768168,1.0026033161529244,1.0174730928535942,0.03679452463258382,0.008238522844603587,0.0012637597760418338,-0.0001528626800720793,-0.001187288963605446,0.0022468725122059582,0.05466831815929428
procrustes_participant,3104,2,3600,7200,-0.006208439464768815,-0.005506547175210901,0.005107551550492675,1.0046751345481324,1.0121228502021604,0.03366395925599976,0.008705469874809005,0.0010716474302851994,-0.00019129967555583352,-0.0010898015575020515,0.0022347558797259914,0.05465370056135971
procrustes_participant,3104,3,5400,9000,0.006093581550637465,-0.0005295092895130582,0.00401311199241086,1.0049701770254784,1.0069928995363433,0.026597278907516186,0.008981690315777563,0.0009981459475974085,-0.00016840026136091758,-0.0010590397710032295,0.00218487954094987,0.054660603688008076
procrustes_participant,3104,4,7200,10800,0.013611068967921785,-0.0011308318809816293,0.0021508250282066886,1.0056362328976178,1.0061085312026,0.022447997793755434,0.009122618845900416,0.0008366013831419593,-0.00019151964095403574,-0.0010257441150960977,0.002112007504619524,0.054475129953714826
procrustes_participant,3104,5,9000,12600,0.01110942666282013,-0.0024520888985654975,0.003590601445949602,1.0074068695702505,1.005590604829572,0.02469769208103131,0.008914926512440632,0.0007867347172783141,-0.00016568113405631524,-0.0012023775812702864,0.002252514995672526,0.05448282880855921
procrustes_participant,3104,6,10800,14400,0.0036084209664543564,-0.006257199375580132,0.007061403460949969,1.011506514422147,1.0053735302668818,0.02903349806177318,0.008629171339840484,0.0006842545572401532,-0.00017249023907696512,-0.0012396944617207185,0.0023548999104848196,0.05439792229305858
procrustes_participant,3104,7,12600,16200,-0.007494545826600633,-0.01116026532087044,0.007516629022392414,1.0147260846129673,1.0094382302730367,0.031057730443735464,0.008774864992893929,0.0008334740632263842,-0.0001869786801813481,-0.0010814167154016346,0.002228754136170812,0.05418552963186701
procrustes_participant,3104,8,14400,18000,-0.0033712089636947153,-0.007517503958254236,0.0052509152239212575,1.0113124633055794,1.009388693335637,0.02767397759104508,0.00911858708336436,0.0008979385637893408,-0.00016802882138202514,-0.0009992500570401089,0.0021048475536166646,0.05425675622379701
procrustes_participant,3104,9,16200,19800,0.016737305764803104,0.0004137641082355153,0.0012506038251254938,1.0067132105531102,1.0042065197423555,0.02190167610248,0.00911218886492629,0.0007914924944449961,-0.0002295628235851641,-0.0009722407215742397,0.002121077755948007,0.054367044437281235
procrustes_participant,3104,10,18000,21600,0.0176074346309396,0.0022600422918556246,-0.0005595047356500801,1.0056812744463663,0.9996706973517394,0.024139543411794643,0.008709804305788642,0.0008073962219634286,-0.00020168245577923977,-0.0009702060384024124,0.0021406879604206324,0.05449143646877594
procrustes_participant,3104,11,19800,23400,0.006771663899240784,0.001435721495542982,0.0017769405303655643,1.0034074309401977,0.9980439522520455,0.03164654551591613,0.008580018371189897,0.0011343958512352217,-0.00013806683888917728,-0.0010539275589929867,0.0022276539128537713,0.05480912020865563
procrustes_participant,3104,12,21600,25200,-0.00507958578349374,-0.005653544171379486,0.005796728811966819,1.0031808788679086,0.9999459459070462,0.03407782257188218,0.008511104675646503,0.0013206142895240821,-0.00016211084875613097,-0.000982063343400053,0.0022611795156906025,0.05481375762098643
