source,participant,window_index,t_start_frame,t_end_frame,head_rotation_rad,blink_aperture,mouth_aperture,pupil_dx,pupil_dy,pupil_metric,center_face_magnitude,center_face_x,center_face_y,interocular_mean
original,3101,5,9000,12600,0.05459896147181747,0.010428915875846677,0.0001913667651338428,-0.00023210044266556743,-0.001578564480822107,0.0026436885282534743,0.011293043642187344,0.006250092391413958,0.008631443361037274,0.05779180198673354
original,3101,6,10800,14400,0.051921802969374604,0.010794690366479355,0.00013706957473769632,-0.0002638535757714834,-0.001641214578734809,0.0027168552383760544,0.010325115288227684,0.005786832287111741,0.007941394824755369,0.0578457601241612
original,3101,7,12600,16200,0.06130579777601533,0.01074625338441161,0.0006885014611225684,-0.00022443745622220283,-0.0017100646433913696,0.0027479196150390905,0.009038093226283302,0.0049046776921383515,0.007039252125085987,0.05792112809520158
original,3101,8,14400,18000,0.0767633755603221,0.010422364833431227,0.000676906851039204,-0.00026149849892746486,-0.0017123901958522461,0.0027263281850473777,0.009782715380667481,0.005011402480334591,0.007668443697929484,0.05788471921430692
original,3101,9,16200,19800,0.06106752951133181,0.010016478471754459,0.0003887235846354958,-0.0002572717562021436,-0.001649525195650118,0.0026979271228915955,0.013404438858259694,0.008443476299978025,0.009227961875930862,0.05763024527320021
original,3101,10,18000,21600,0.05526967059683667,0.010078649288188666,0.0004410896216734658,-0.00021377568011506513,-0.0016869164347163366,0.0027176626278112674,0.014511754302305124,0.010523222601711962,0.00876880451889129,0.057312129152773686
original,3101,11,19800,23400,0.06612702526343546,0.010331240381295867,0.00017854536659533743,-0.0002729830279103014,-0.0017061646676707978,0.0027456575324046493,0.011796129273099214,0.008024518414000882,0.007638466524261577,0.057481146267968276
original,3101,12,21600,25200,0.06411796475877418,0.010209019854815383,0.00018820978258955327,-0.00025476396857644596,-0.0015908548550866107,0.0026831579426504783,0.01084534508335629,0.006998004307852341,0.007601734969434007,0.057610353091842335
original,3101,13,23400,27000,0.057695533627493814,0.009593316924527895,0.0002204666106599744,-0.00011709685567609139,-0.0015953155952524725,0.0026626868200514305,0.015675582212042998,0.01068691778931951,0.01045061469289533,0.05710633497952235
original,3101,14,25200,28800,0.060438169340335676,0.009917236769665444,0.0001605493850316069,-1.8073820265499168e-05,-0.0017088021344219223,0.0027052901064722966,0.012148583729051142,0.008370532579524916,0.007872132099468979,0.05760941521110194
original,3101,0,0,3600,0.07402926861410318,0.01055947735578881,0.0004610405647270467,-0.00022302779827838485,-0.0018233493209106899,0.0027350176913403493,0.017147342649481638,0.007260466368920028,0.015024503040255712,0.05957830374155023
original,3101,1,1800,5400,0.05966461830363957,0.010108933323385704,0.000805609069452895,-0.00023632804153547689,-0.0017499616319882525,0.002657011683107839,0.019101604573529565,0.008277651890082643,0.015941148362201348,0.058713392043836965
original,3101,2,3600,7200,0.07105218573332583,0.010094422047312267,0.000652965365634776,-0.00020591870946922185,-0.0017749139135770369,0.002688418988783163,0.01760692923597366,0.007921957858944888,0.014388501672527062,0.05884857967017071
original,3101,3,5400,9000,0.07733849934260967,0.009753817681070092,0.00030117580620548306,-0.00023137727944252183,-0.0016357719278301435,0.0026194017747053545,0.0164916157610893,0.008445947003452508,0.012834147877092165,0.0587088756029919
original,3101,4,7200,10800,0.06898477284855056,0.00975991722448845,0.00048724235256140805,-0.00025767025621159013,-0.001613759431134581,0.0026060263304525746,0.015978509765590523,0.010127863410344098,0.010893398321389303,0.05880830351373853
original,3101,5,9000,12600,0.07591969449931302,0.009947972755891024,0.0007334686007467789,-0.0002263365360130821,-0.0016797738381483468,0.002659658062865575,0.0159731118225337,0.010578859972893737,0.010635217549376902,0.05943260757583073
original,3101,6,10800,14400,0.0699304757774751,0.009747750502307778,0.0006763506361431538,-0.00019181170921917377,-0.001713404438876363,0.0026813786128001707,0.0160650777655728,0.0113375237599891,0.00967973370360405,0.05958370592704802
original,3101,7,12600,16200,0.06574929932013075,0.009643785251677086,0.0007901922592035263,-0.00016114704968765782,-0.001598073891563104,0.002564622537769818,0.016893738236640185,0.012159325184991823,0.009917066871434796,0.058868655466474594
original,3101,8,14400,18000,0.06567819641305493,0.010036489923913441,0.0017005819371581682,-7.436628100380348e-05,-0.001584498876861243,0.002603329937292077,0.016202641032697414,0.011576679241277053,0.009770918729345593,0.059495711137768824
original,3101,9,16200,19800,0.061358228187806195,0.010429180457651474,0.0029560250089483778,-6.293766538849898e-05,-0.001737599903330312,0.002769286013532373,0.015509891541378598,0.011061012260401643,0.00935918662024957,0.060564387231963335
original,3101,10,18000,21600,0.05070050540723003,0.009735180329146715,0.004047951490715398,-0.00016499588742510088,-0.001703849664789283,0.002725450797084075,0.019326301977902614,0.012519639535817402,0.012207059641763942,0.05993082101315173
original,3101,11,19800,23400,0.04226191741998158,0.009421994220118598,0.0035777724174650377,-0.00016384467031649284,-0.001609049958843545,0.0026330491508719674,0.026850362219007207,0.017202428453710412,0.017404657011566266,0.0598762415378252
original,3101,12,21600,25200,0.06946026443196217,0.009517268688560591,0.0023249388403675957,-0.0001736129236745429,-0.0014612789097701976,0.0025267523273034753,0.027809647361729008,0.01744026414585318,0.019453918561802525,0.0592922817975117
original,3101,13,23400,27000,0.08115146742562378,0.009876498581788394,0.0033039717234551553,-0.00021688198059476762,-0.0015368327979769253,0.0025990024250429115,0.024000379185336315,0.014956136903148315,0.01707941023992281,0.059400273049235286
original,3101,14,25200,28800,0.06808532693722992,0.010542585121600976,0.004891134248669314,-0.000194311788421014,-0.0017731596763263151,0.0027219897996601755,0.019728634990388818,0.014439073260186513,0.011396242558135336,0.060668931040876596
original,3102,0,0,3600,-0.11219506762654244,0.009433563867333126,0.0012031945450641517,-0.000357505627519177,-0.0014345354877102008,0.0026025453922181863,0.011430225023133147,0.0040055587586601245,0.010075564303914673,0.06325839258747963
original,3102,1,1800,5400,-0.10490345132088404,0.008857123886808269,0.00116446784681334,-0.0003122349855140736,-0.0014261683173785538,0.0026235036832576684,0.014658923831601275,0.007745787166147373,0.010810780240957588,0.06240111479550224
original,3102,2,3600,7200,-0.09837831148693921,0.008992113165752953,0.0007157321148189896,-0.00029940180402449404,-0.0016047268051176413,0.0027253400983762673,0.016304824720448776,0.009872475717010708,0.011247494275738762,0.062021608506689065
original,3102,3,5400,9000,-0.10528640984324762,0.00906957627911692,0.0005024812583186104,-0.0002650523133410018,-0.0015892516655563395,0.002680127507850506,0.014342235796070186,0.007390506224265161,0.010875938893209359,0.06159245930958596
original,3102,4,7200,10800,-0.1019641550024816,0.008897169457731953,0.000164671535763493,-0.0002400408027833773,-0.0016112517177320187,0.002647185157015016,0.01128782464701402,0.0061539393612420334,0.008049456510380358,0.061636469392367735
original,3102,5,9000,12600,-0.09569965745300117,0.00881096696871149,0.00022824017705290578,-0.00030356399827737056,-0.0016900227334183209,0.002701834946948333,0.011297542649713534,0.007219917317955659,0.007034963068646701,0.06182662423523948
original,3102,6,10800,14400,-0.10609344668295607,0.00868883212825292,0.0007588515846339998,-0.00039028860740241973,-0.0016063487092444083,0.002669312284063003,0.015179755290287124,0.010556153320361207,0.008133568483029093,0.06210320094038538
original,3102,7,12600,16200,-0.11757461833552646,0.009098003419853872,0.0008427326074862328,-0.0004004094053992039,-0.001543957497766741,0.0026166921641516535,0.014949490492813047,0.010844631908362285,0.007483566102317243,0.06228137058203602
original,3102,8,14400,18000,-0.11055377936828929,0.009378891874023805,0.0011484919568632746,-0.00034631791928738435,-0.0015850035700109395,0.0026165191613165256,0.01301809662668407,0.010296163577255135,0.006484778104595127,0.06197762281889391
original,3102,9,16200,19800,-0.08990538395381532,0.008852988834376768,0.0010100571064983817,-0.0003086338986456448,-0.001665097931456243,0.002660073531696923,0.013509381478758955,0.01019880408144294,0.007617955409740491,0.0615966742114247
original,3102,10,18000,21600,-0.08766140121254487,0.008909908665172755,0.00029506044803045224,-0.0003404799105706894,-0.0017285269170172056,0.00270162032591471,0.01105389425984756,0.006945659826440299,0.00759649943409899,0.06150504668793675
original,3102,11,19800,23400,-0.11712288261474794,0.009145435909121043,0.0003269219114721107,-0.0003127543938700962,-0.001590577921072872,0.002636043003317331,0.011707417023734698,0.007123947795976326,0.007945306683856644,0.06129446640440097
original,3102,12,21600,25200,-0.15092494435010012,0.0090568331132556,0.0008954902412229977,-0.0003088897670115022,-0.00145090303376091,0.0025906584998647425,0.01443121571348681,0.008883183362982544,0.009348067701894098,0.06156518220409957
original,3102,13,23400,27000,-0.13224875012693146,0.008842353694207139,0.0012983104271029947,-0.0003868645357120648,-0.0015667521048496026,0.002649405716982502,0.013686715589532408,0.008541857091302006,0.008632382037027564,0.06153597508612069
original,3102,14,25200,28800,-0.09735433059218053,0.00923061690980594,0.0009310335680292283,-0.0003873830264094418,-0.0016554155722477875,0.0026771575760415308,0.011249812271890534,0.008122544989916323,0.006246134682020832,0.06098397234519124
original,3102,0,0,3600,-0.053024207574932515,0.00797872524216652,0.00029289707787671655,-0.00017956743982054367,-0.001013089155794386,0.0021152413339858294,0.015106895835163732,0.005505879533070696,0.013038804106648375,0.051591366216456165
original,3102,1,1800,5400,-0.05323645123089679,0.00829516280720596,0.0002162137181068735,-0.00019218297408750775,-0.0009595663857371262,0.0020869770431652017,0.011993701665895884,0.004077328590265812,0.010637407858952692,0.05143392076733153
original,3102,2,3600,7200,-0.02400978922264206,0.007701608644761774,0.0002043365960759901,-0.0001104852525810824,-0.0007585322478253194,0.0019693273333935488,0.012589194062727918,0.006444777147960833,0.00909905055032529,0.05164485313270649
original,3102,3,5400,9000,-0.01616010784574102,0.00829755516733021,0.00019386313839103478,-0.00014914653674907104,-0.0008127675685917849,0.001995088649848376,0.011824152858282722,0.006074861972898567,0.008613320966888832,0.05180254265686895
original,3102,4,7200,10800,-0.018343140441866967,0.008279652215821344,0.00022886641744186389,-0.00020232454859131515,-0.0008992121628201996,0.0020362970110529197,0.011014555611889793,0.0042020662618995,0.009253270613819933,0.051501001263334005
original,3102,5,9000,12600,-0.016270362052220086,0.0079012524019179,0.00026435677582193733,-0.0001908256640139104,-0.0009679855994703907,0.0020611159100395182,0.011872990382189204,0.005872678089432761,0.00920425911165429,0.05117491667086692
original,3102,6,10800,14400,-0.012691907497401999,0.007817641091545645,0.00024318554895015696,-0.00016032969986730378,-0.0009059236875845416,0.0020142206675444305,0.013550236509558089,0.00805165181943944,0.009161980384703965,0.05144248097349628
original,3102,7,12600,16200,-0.01896724191476273,0.007960845253100314,0.0002471739139263135,-0.00016058951909221828,-0.0007538765749550894,0.002000729307043646,0.015341021274905395,0.007361769447943135,0.011376104756757953,0.052299607711323956
original,3102,8,14400,18000,-0.03918376180870243,0.007825589723485408,0.0003268447416282527,-0.00016560338283697944,-0.0007146742229420836,0.001999105056325212,0.0136004876579188,0.005682217708429813,0.011050381634085338,0.0522666010864993
original,3102,9,16200,19800,-0.03764329162824651,0.0078003529815088846,0.00042331820105312586,-0.00010238999283939102,-0.0008640725438069754,0.0019810305866606154,0.0106574646961431,0.006425929128251778,0.007190896205118259,0.051593548238115974
original,3102,10,18000,21600,-0.0509189552060198,0.007705523091206634,0.000403970616683743,-5.124027165876306e-05,-0.0009517904278303151,0.0019886419045715953,0.0091063987079833,0.005299692182651299,0.00623910537061315,0.05124775339849428
original,3102,11,19800,23400,-0.08161065809579933,0.007370387434415524,0.0003497580852737623,-0.00011904885228602217,-0.0009150116139926826,0.0020198393405558034,0.012611765840032353,0.006360506809897323,0.01001029566077293,0.051166533050777584
original,3102,12,21600,25200,-0.1085967447704619,0.007771186647286906,0.00042230315530022766,-0.00022507840247232378,-0.0009456170042321365,0.0021400307614021967,0.014626350880814749,0.007588873797934953,0.01179568199157591,0.05111269513394363
original,3102,13,23400,27000,-0.10064783672684718,0.007934275041681833,0.0004091974681110586,-0.00017914754245543926,-0.0009557390542332811,0.002089823191614241,0.012432140648804798,0.0065709841078358195,0.00981720660419445,0.05079368553094658
original,3102,14,25200,28800,-0.07205328431816567,0.008638918195349742,0.00035472468488619637,-0.0002671582927747063,-0.0010628475553448873,0.0021274816008609995,0.012319900240657537,0.009042494532958247,0.007115272168974659,0.05062920454870558
original,3103,0,0,3600,,0.006955255821231843,,-0.0003000636512808856,-0.00021005587761624534,0.002375533297732367,,,,
original,3103,1,1800,5400,-0.05449407267579605,0.0075344732087225695,0.00044659643655294083,-0.00011751297913220092,-0.0006977900555256119,0.0019245781454949526,0.014458382971226074,0.008789107071422726,0.009747804531593952,0.05168241705206648
original,3103,2,3600,7200,-0.06846595297961279,0.008266107045739282,0.0004296691028071515,-0.00014201110785506656,-0.0008563397107920696,0.0019466027981878263,0.010230387652496613,0.007408832750170262,0.0060625671305879186,0.05138654002768201
original,3103,3,5400,9000,-0.09832340358280031,0.00826929863103954,0.00036303459258273276,-0.00016550674304704127,-0.0009318509829881814,0.001977535952953265,0.009581245450722706,0.006247168759636779,0.006259869275007231,0.05122348374911108
original,3103,4,7200,10800,-0.08626659380940875,0.007812340573298564,0.0003280131511776192,-0.00020659706438189694,-0.0008287577728867568,0.001974984001367007,0.010673858348633559,0.006334654838710415,0.007403913757780363,0.05149378780163924
original,3103,5,9000,12600,-0.08785999655915955,0.007673689303284511,0.00028586463664756945,-0.00020909756817394704,-0.0008216722399847659,0.0020023457507498334,0.010154823051314201,0.0054064772652980785,0.007597286920060705,0.051525172723172995
original,3103,6,10800,14400,-0.08449491109797846,0.0078030820958394954,0.00028344282985831197,-0.00020647635719102115,-0.0008975816789970977,0.002059098118770847,0.012213294325439664,0.007375417810870199,0.008211516630630402,0.051608319054723586
original,3103,7,12600,16200,-0.04411439496483012,0.007979752208251206,0.00031946164560821516,-0.00022198587025819283,-0.000897733939212999,0.0020650283372915996,0.013032431952035623,0.00746493159343511,0.008847932329562313,0.05173372282320384
original,3103,8,14400,18000,-0.02996141669240782,0.008199460943864673,0.00037395673681029707,-0.00018681788556261058,-0.000879343247186828,0.002030485032469518,0.013873541282234308,0.00815433830545495,0.009326388060713635,0.0518378821901663
original,3103,9,16200,19800,-0.01633034931204616,0.008802234965004214,0.0003550790856009252,-0.0002216974236221011,-0.0009713221338890005,0.0021057381117995586,0.012998483528803213,0.008960042746310437,0.007653843832218732,0.05201681038941798
original,3103,10,18000,21600,-0.011948631621593006,0.00913089378605885,0.0002834656356957235,-0.0002882487833082395,-0.0009811954600629626,0.002158657418471539,0.00841407302001424,0.005225006020077476,0.005385646456867421,0.05172139820773323
original,3103,11,19800,23400,-0.022126715918779873,0.008380543457429336,0.0002943453463716202,-0.00028661998330969485,-0.0008540691282731267,0.0020508362619247713,0.010042066901840443,0.005458046431277906,0.007307088173434532,0.05148408173115949
original,3103,12,21600,25200,-0.01338567190897152,0.0075850758592184864,0.0002739779464042134,-0.0002285804942937117,-0.0007851017946213027,0.001987660294892508,0.012717165751417889,0.006893840425349251,0.009743036737656148,0.0516737789841929
original,3103,13,23400,27000,-0.053994207458679444,0.007819361877274321,0.0002717229018647095,-0.000224400074157942,-0.0009415134918926062,0.002042774913935086,0.01086609062831389,0.006862234865001549,0.00743149830238702,0.05135993646471966
original,3103,14,25200,28800,-0.08092301481958641,0.0084401748473286,0.00028712529997177116,-0.00031063657685185316,-0.0010576048342174293,0.0021002575627940084,0.00982873344560197,0.008249324337864176,0.004377877084584469,0.05095433597435731
original,3104,0,0,3600,-0.03126056828073952,0.007854702186581793,0.001545553431797105,-0.00011474666944411373,-0.0013158502244958238,0.0023301718886325337,0.008852810126380364,0.004004446867006335,0.007138942759900914,0.05500834801748114
original,3104,1,1800,5400,-0.029374204838375304,0.0081382501473091,0.0012448947264901383,-0.0001460027564762474,-0.0011793960499524442,0.002234015852921142,0.007307733831027004,0.0038047064916139086,0.005548435476741885,0.05466831815929428
original,3104,2,3600,7200,-0.023576247222015578,0.008638007051158587,0.001061026230566662,-0.00018443977816496327,-0.0010869093441835125,0.002222396525212539,0.00636374770806606,0.004261935934638596,0.0040001083558062435,0.05465370056135971
original,3104,3,5400,9000,-0.01160268057141211,0.008949167399925457,0.0009911573084228492,-0.00017323074273691417,-0.0010565398138815388,0.0021753590701895594,0.0056450380857184885,0.003474319138332597,0.0037839859904589723,0.054660603688008076
original,3104,4,7200,10800,0.0005399087310534646,0.009094285616445399,0.0008321868920195614,-0.00020634950466732717,-0.0010218377370716473,0.002102610591781606,0.00425912637398078,0.0022303257101533593,0.003251489729932945,0.054475129953714826
original,3104,5,9000,12600,-0.0021727262073225045,0.008879876889382833,0.0007835054408543795,-0.00018030498983662223,-0.0011986064164203052,0.002240079282881343,0.005244183224097063,0.002702819088812834,0.00392577937011187,0.05448282880855921
original,3104,6,10800,14400,-0.010704677369551364,0.0085955652610242,0.0006812290256982028,-0.00017651772976472934,-0.0012395645328613675,0.002336648062385711,0.005684958093850366,0.0029096706517991165,0.004366505726717705,0.05439792229305858
original,3104,7,12600,16200,-0.019878675357752694,0.00870941976336595,0.0008259678503129579,-0.00017586016535965155,-0.0010781862088941302,0.0022026652229493043,0.004158668072287137,0.002384881461489917,0.003125500219373931,0.05418552963186701
original,3104,8,14400,18000,-0.014816205023173414,0.00904873325097476,0.000891166885179042,-0.00016149013939810157,-0.0009932084843372936,0.002083436280930576,0.003431409122275793,0.0019259729071284684,0.0025329697479246514,0.05425675622379701
original,3104,9,16200,19800,0.0055101630110872945,0.009088098139582546,0.0007904843938389935,-0.0002440826135573101,-0.0009669059132946739,0.0021093494338442617,0.0041145851486531475,0.002562305105744392,0.0027166249384343575,0.054367044437281235
original,3104,10,18000,21600,0.007118987875841303,0.008743120607261347,0.0008073297975773023,-0.00022100355158606998,-0.0009718812941898423,0.0021337255454758346,0.006183454572558715,0.0036660630717345786,0.0044008874789284395,0.05449143646877594
original,3104,11,19800,23400,-0.0037969282115755845,0.00863398461359911,0.0011333084923636392,-0.0001482180365644084,-0.0010636345308836228,0.002226170760003596,0.00753842090360954,0.0046526376267484034,0.005209208039079157,0.05480912020865563
original,3104,12,21600,25200,-0.017332447344743904,0.008541066001846625,0.0013174671122887195,-0.00015889743084612938,-0.0009924584077730147,0.002257839359693629,0.007175424496906597,0.004631541888936414,0.00469254615944014,0.05481375762098643
original,3104,13,23400,27000,-0.007946163738530847,0.00849172417139567,0.0009081253350602955,-0.0001625573606460715,-0.0009542605630343992,0.002209366431957097,0.007539916536243863,0.0046981632041958,0.005249406961442301,0.05488613857416594
original,3104,14,25200,28800,0.03481682622076078,0.008807800725604383,0.0005924129909950054,-0.00019520454937613224,-0.001078389915132547,0.0022066097233248267,0.0062464520861995046,0.004377798773671915,0.00389941631500318,0.054907834959342025
original,3104,0,0,3600,-0.035627157808752266,0.008083764945131976,0.0009854269301068693,-0.0001426663507780091,-0.00111634499261743,0.002196670133841883,0.007312788852046549,0.0030403985126265898,0.006132865880746668,0.05455409044996294
original,3104,1,1800,5400,-0.040977071992178336,0.008097520342651097,0.0008675044851706737,-0.00015827179002942873,-0.0012544097960416698,0.002264190002794986,0.006521146838495303,0.001527216150113591,0.006113456465107097,0.05436038323419874
original,3104,2,3600,7200,-0.05928665299723507,0.008246870892771749,0.0009186620902031452,-0.0002636055906417105,-0.0012428196800217354,0.0023634935681310486,0.006825710584449934,0.002397416131223749,0.006110268616944382,0.054094276115944195
original,3104,3,5400,9000,-0.06436264499933271,0.008236884435120403,,-0.0002813354588063646,-0.0012366072996839483,0.002376477350257893,0.007954580858489128,0.003988458401995725,0.006570153337294878,0.05422395681535821
original,3104,4,7200,10800,-0.04526282578817738,0.007905686468300926,,-0.00024111901544208577,-0.001382867503195285,0.0023834635877042526,0.006655733902113432,0.004357466507730979,0.004524100964738342,0.05441057493979054
original,3104,5,9000,12600,-0.022623127838316742,0.007712259419194799,0.0012114957735884062,-0.00019949691160359902,-0.0014179456727944845,0.002355616270651241,0.004167556088101946,0.0029038534355888554,0.002493683441710945,0.054531960433309004
original,3104,6,10800,14400,-0.035112897251416406,0.007805990692227522,0.0012345751649984176,-0.00018104436781719193,-0.0012709984705926733,0.00230560875928474,0.005743824443635749,0.0036728658173164996,0.0039076129076009245,0.05464510994167743
original,3104,7,12600,16200,-0.056516416221991175,0.008131959434526092,0.0010480212349503614,-0.00020115850815698494,-0.0011826911329625225,0.0022684354093244615,0.005928722098032733,0.0038328851794895897,0.003992962900021826,0.05461075962836492
original,3104,8,14400,18000,-0.04831584332323088,0.00807615054273189,0.0009453200510215168,-0.00019016019061973534,-0.0011972529805880092,0.0023034525470731113,0.0055565775141561274,0.003424154440940391,0.003832899752508248,0.054377053160345246
original,3104,9,16200,19800,-0.009997241716645247,0.008382899165434369,0.0023818296000037305,-0.00018413132671576244,-0.001256344717839973,0.0023116521113116188,0.005527709801857478,0.0035796235137987133,0.0037247911327655766,0.05458502715571023
original,3104,10,18000,21600,0.015257734880596183,0.008333981246785823,0.0028809070112666498,-0.00020912484263330743,-0.0013744764071851087,0.002374271077785962,0.005224599495283528,0.00393168937038221,0.0028004731135989206,0.054565826891214614
original,3104,11,19800,23400,0.026193770954097702,0.00801229411478545,0.0017411019717191566,-0.0002617064417434043,-0.0014501778979977154,0.0025072126743444162,0.005614395983328942,0.004398511619092772,0.0028058700391951573,0.054355377847741644
original,3104,12,21600,25200,0.018291314222396486,0.007859950359134385,0.001354393310826609,-0.0002618991832784058,-0.0013000366511223165,0.002424469975980321,0.006406084139922302,0.004864076869406146,0.0033151028858261597,0.05450428699243853
original,3104,13,23400,27000,0.00748105376759058,0.007729791681772981,0.0012376127857586978,-0.00021300409816153208,-0.0013026421582154521,0.0024153121390641636,0.008487107290905958,0.0069300060595525416,0.0037731985086940888,0.054347572812774796
original,3104,14,25200,28800,0.008359302970506886,0.007919963428541668,0.003082017325770353,-0.0001756073651286092,-0.0013385913880639877,0.002408328989175139,0.010424252128703395,0.007691518034285864,0.0061172670748257125,0.05504475458369444
original,3104,0,0,3600,-0.032425022675189825,0.00803896390276694,0.002960355886613252,-0.0002037062423802504,-0.001517318282455053,0.002495190345821215,0.013145807363579154,0.004003701017383506,0.012092273738050278,0.055526905563467246
original,3104,1,1800,5400,-0.05411452511912951,0.0076775215456138845,0.003545949552017731,-0.00024097066046295437,-0.0014584316597198823,0.00251961570276472,0.012665527475451499,0.003904496220828717,0.011745890433287231,0.05558195272350866
original,3104,2,3600,7200,-0.05316918451513217,0.0075527109729348,0.002915257427595928,-0.0002214608340838106,-0.0012872713337715271,0.002407714210414911,0.00896134030456136,0.003465123832540284,0.007884707873886891,0.05534790178274019
original,3104,3,5400,9000,-0.0103704136440687,0.007617417877237887,0.0016355478524308954,-0.00018697093201345852,-0.0010888303922368928,0.002257450798007652,0.004719362725252801,0.0025213152941211577,0.003590703822971923,0.0550160848271994
original,3104,4,7200,10800,0.02077808661207777,0.007772978636298791,0.0008911230573091413,-0.00020694429988851507,-0.0011274887348243327,0.0022655021726855572,0.004311313800283756,0.002812421443582016,0.0027999966784823223,0.05498324416398456
original,3104,5,9000,12600,0.0016894126950031169,0.007941792685619736,0.0008789556494276324,-0.00019793364724569868,-0.0012162699676227017,0.002293978209494481,0.0048611864967012825,0.003656266425043366,0.0023986917541446544,0.05519278058202874
original,3104,6,10800,14400,-0.04343072782925371,0.00825447052074679,0.0011445852902772157,-0.00019415757573550574,-0.001325219698460809,0.0023540376400170908,0.005680882515421296,0.004799879855425059,0.0021753920385998854,0.05541891964059128
