experiment_name,split_strategy,n_features,n_seeds,test_bal_acc_mean,test_bal_acc_std,test_f1_mean,test_f1_std,test_kappa_mean,test_kappa_std,timestamp
pose,random,46,10,0.9251851851851852,0.0144467305003968,0.925192193912706,0.0144596727827865,0.8877777777777777,0.0216700957505951,2025-10-17T17:51:52.356680
performance,random,8,10,0.7191214470284238,0.0256683950856205,0.7212093662106371,0.0257041432268336,0.5786821705426356,0.0385025926284308,2025-10-17T17:52:05.146607
eye,random,8,10,0.6472247530034355,0.0297053281480423,0.646758941393645,0.0294171087828746,0.4706551028349729,0.0447296673530748,2025-10-17T17:52:18.972165
gsr,random,5,10,0.4325404342527972,0.0241456096951614,0.4299830277258082,0.024328749078135,0.1485018734046397,0.0362952238158587,2025-10-17T17:52:21.400467
ecg,random,8,10,0.5555503329416374,0.0277320001296036,0.5550206586280042,0.0278928923662911,0.3331018290968284,0.0417363793772088,2025-10-17T17:54:16.278052
pose_perf,random,98,10,0.903875968992248,0.0155421099998483,0.9045683426125268,0.0152624322811149,0.855813953488372,0.0233131649997725,2025-10-17T17:55:46.592831
pose_eye,random,41,10,0.9183004246420416,0.0107113354782976,0.917987430986842,0.0106362097357008,0.87719841523046,0.0160117051808908,2025-10-17T17:58:04.301110
pose_gsr,random,71,10,0.9156403013182672,0.0196727621395628,0.9154995112456266,0.0198042572862079,0.8735860381466454,0.0295272292925839,2025-10-17T17:59:42.085016
pose_ecg,random,181,10,0.911893472419788,0.0158272352455619,0.911459397265568,0.0159516730261659,0.8674284145119969,0.0238049568218289,2025-10-17T18:00:44.032159
perf_eye,random,16,10,0.7947387576552931,0.018988989809444,0.7968888535418518,0.0186318330281962,0.6922926582085225,0.0286243436270254,2025-10-17T18:01:01.756213
perf_gsr,random,10,10,0.8045619886372627,0.0198253337073766,0.8055796847892674,0.019557367846495,0.7066429701568371,0.0297268328118468,2025-10-17T18:01:18.279708
perf_ecg,random,13,10,0.795598229808756,0.0120201112200333,0.7975117740039208,0.011135321129657,0.6933159574606951,0.0178846916011494,2025-10-17T18:02:30.656026
eye_gsr,random,12,10,0.7083282458282459,0.0286766826632554,0.7075615597215171,0.0288244024142912,0.561742564929809,0.0429573281581949,2025-10-17T18:02:46.055037
eye_ecg,random,31,10,0.7571455104493452,0.0256187017885452,0.7569658562083739,0.0259167124108508,0.6353664352449578,0.0386276006834132,2025-10-17T18:04:12.474543
gsr_ecg,random,15,10,0.6457520191148509,0.0283626996677259,0.6449469977190218,0.0282363715009319,0.4681888890079449,0.0425110782057238,2025-10-17T18:05:34.448449
pose_perf_eye,random,67,10,0.9140032861745938,0.0119487961095745,0.914545638579184,0.0117798869682396,0.8711607764643642,0.0178785930379632,2025-10-17T18:07:33.459437
pose_perf_gsr,random,75,10,0.9038606403013184,0.0215368250433928,0.9045009855329408,0.0213254444740509,0.8558629495187207,0.032331808443708,2025-10-17T18:09:29.185579
pose_perf_ecg,random,52,10,0.9060692271218588,0.0132967085621076,0.906519453185839,0.0130273783079715,0.8589261651944919,0.0197745440335356,2025-10-17T18:12:18.762336
pose_eye_gsr,random,64,10,0.917387952086228,0.0189198245952712,0.9173469742620618,0.0188524273369242,0.8760593526032634,0.0282865607040593,2025-10-17T18:14:15.517827
pose_eye_ecg,random,98,10,0.942905643738977,0.0133930775995964,0.9427543710313344,0.0133753591578155,0.9141153337030852,0.0200921645636413,2025-10-17T18:17:09.406799
pose_gsr_ecg,random,52,10,0.94168739657901,0.0121923318932632,0.9413102032383416,0.0123206007273149,0.9121673632827978,0.018418699946459,2025-10-17T18:19:48.200376
perf_eye_gsr,random,20,10,0.8336436711436711,0.0202024699620073,0.8358534854325009,0.0196331460767376,0.7508444564344693,0.0302560795330282,2025-10-17T18:20:02.843220
perf_eye_ecg,random,19,10,0.8437237595792169,0.0235095538284115,0.8461155000591996,0.0227241548053077,0.7660376272226557,0.0353026073411013,2025-10-17T18:21:22.711038
perf_gsr_ecg,random,14,10,0.8098212693787914,0.0160348947388436,0.8119853879633215,0.0157758450362861,0.7147589792677158,0.0239060881538867,2025-10-17T18:22:38.617139
eye_gsr_ecg,random,21,10,0.7861880575675075,0.0325772017250902,0.7853760322177494,0.0323727929287617,0.6784585466681996,0.0486443540011638,2025-10-17T18:23:52.045743
pose_perf_eye_gsr,random,164,10,0.925344634611876,0.0149660033300502,0.9257737647661738,0.0148131085063349,0.8882017222523457,0.0224772201317996,2025-10-17T18:24:47.507344
pose_perf_eye_ecg,random,247,10,0.9291005291005292,0.0114341197251845,0.929218948842178,0.0111576670581415,0.8933281839409648,0.0168036247186061,2025-10-17T18:25:25.163428
pose_perf_gsr_ecg,random,160,10,0.9158702259944448,0.0157884806466705,0.9163630705103614,0.0154987690613328,0.8738313615314744,0.0235730783151525,2025-10-17T18:28:19.880477
pose_eye_gsr_ecg,random,241,10,0.9270235445801788,0.0152699429009032,0.9262101646441668,0.0154029328012527,0.8895808907976154,0.0230295464002159,2025-10-17T18:28:57.571009
perf_eye_gsr_ecg,random,20,10,0.8356181829078269,0.0199506294984024,0.8378949755438454,0.0194641726786514,0.7544025042307095,0.0297369869302222,2025-10-17T18:30:19.452161
all_modalities,random,84,10,0.9255533041131747,0.017619737773831908,0.9261282778641275,0.017302453636193597,0.8885486925196485,0.02624643578294837,2025-10-17T18:32:46.428514
